conceptID	entrezgeneID
3056355	1493
3051728	7430
3063502	3002
3056411	1555
3064146	3851
3067388	54205
3056444	1537
3057081	1346
3057082	1347
3041347	1348
3055982	1576
3067803	5447
3000143	1557
3056670	1565
3055989	1588
3056397	1544
3056759	1572
3055978	1580
3055985	1585
3057080	1340
3057079	1345
3062409	3586
3056497	1445
3055840	1628
3060797	8528
3066384	1667
3055870	1604
3056045	1634
3063415	6822
3060438	7913
3064510	210
3063734	211
3054209	2039
3056044	1633
3055767	1834
3056149	1773
3055802	1805
3055749	1823
3055748	1824
3055779	1832
3056006	1674
3055745	1828
3055747	1829
3055872	1606
3055544	1728
3055540	1719
3056129	1743
3055550	1723
3055964	1591
3070620	5092
3063463	405
3055801	1804
3055768	1839
3056118	1746
3056054	1647
3056055	1649
3054268	2068
3056146	1777
3056182	1786
3054178	2067
3062834	3978
3053006	7150
3050981	7153
3053003	7155
3055739	1812
3055738	1813
3055737	1814
3055736	1815
3055735	1816
3066596	6531
3055740	1811
3055842	1627
3055873	1605
3051807	7402
3060426	6635
3060231	1958
3060216	1961
3060230	1959
3063845	4907
3060182	1990
3060174	1991
3060177	1992
3054242	2006
3053131	2109
3054210	2035
3000186	1915
3059286	1936
3060249	1938
3065259	6208
3061922	11117
3068879	4221
3054258	2022
3066972	6401
3053773	2246
3063259	308
3051026	10945
3060151	1908
3060152	1909
3061872	2625
3054195	2026
3070639	4811
3065495	6037
3069347	8288
3064867	6036
3060228	1950
3060237	1956
3063968	2319
3054157	2052
3054163	2053
3054175	2063
3052550	7025
3054190	2040
3054162	2056
3054197	2057
3053499	2098
3054276	2099
3064398	862
3060193	1977
3053428	2130
3054280	2071
3051217	2072
3050852	2073
3054279	2074
3066584	6505
3053429	2131
3053427	2132
3056003	1675
3063482	3075
3063481	3078
3053407	2152
3053511	2162
3053513	2165
3053733	2224
3063980	2339
3058654	2342
3064517	355
3064520	356
3053519	2169
3053516	2168
3053492	2170
3063316	2950
3064309	2495
3064256	2512
3054273	2091
3053750	2200
3053737	2243
3053711	2244
3053555	2266
3053772	2247
3053769	2251
3053723	2261
3053721	2264
3063978	2335
3064594	3678
3064272	3688
3053462	2192
3053473	2199
3063970	2326
3063979	2329
3063972	2328
3053724	2260
3063973	2322
3063975	2324
3063991	2350
3060902	2348
3064307	2492
3058785	2531
3054620	10468
3063997	2356
3070659	8061
3064318	2488
3056608	2308
3064000	2357
3063999	2358
3064001	2359
3064265	2519
3000341	2527
3000342	2528
3053553	2271
3067412	5045
3052302	7264
3064297	2534
3063135	2868
3061203	2585
3067999	51083
3065907	2683
3054294	2521
3051327	18
3065630	2554
3065601	2566
3058242	6529
3057597	2677
3061905	2687
3065666	2615
3061606	495
3061608	496
3065876	2696
3064273	2520
3056302	4070
3065728	2624
3063331	2934
3065893	2670
3065747	2641
3064150	2740
3065753	2642
3063438	2908
3065758	2645
3058395	9563
3062148	3309
3066569	6513
3063089	2806
3066574	6514
3066575	6515
3063091	2805
3066573	6517
3054147	2875
3056593	6518
3062979	2899
3062974	2898
3062973	2897
3062977	2893
3063159	2890
3056604	5832
3063439	2904
3063440	2903
3063442	2905
3064152	2744
3064157	2752
3065914	2673
3054169	2058
3053832	2936
3055400	4257
3059212	2948
3063204	2944
3000381	2938
3000382	2939
3051642	2946
3000384	2949
3058337	2947
3065635	2597
3063169	2819
3062970	2820
3065665	2618
3056057	6472
3065811	629
3064147	2741
3068395	5834
3063245	2997
3062212	2998
3000389	2996
3066304	5004
3070490	5005
3050744	1
3063811	197
3063667	350
3054097	2812
3064322	2739
3063495	3029
3061387	2798
3062984	2896
3053818	1437
3066932	6372
3056492	1440
3057264	1441
3057891	1054
3056491	1439
3068107	8034
3062859	2920
3063346	2921
3064737	2784
3057249	3164
3068209	5921
3064177	2781
3065724	2619
3065883	2692
3065715	2638
3000356	2689
3000355	2688
3063103	4504
3063332	2935
3063744	2766
3063398	2987
3064197	2770
3064180	2775
3064179	2774
3060915	2767
3064193	2769
3000368	2778
3064178	2780
3056333	3848
3060916	2771
3064205	2773
3064184	2782
3063217	2980
3062653	2982
3063253	2983
3056884	3280
3063501	3001
3058894	3240
3000424	3250
3062149	3303
3000431	3310
3059077	3305
3059678	3320
3059041	3297
3058430	3298
3051034	6764
3063480	3071
3057246	3162
3057239	3163
3063484	3039
3063484	3040
3057490	3043
3000395	3045
3057478	3046
3057481	3047
3059384	947
3063504	3049
3000396	3048
3059242	3263
3057489	3050
3058305	3053
3058307	3055
3061911	3131
3056836	4485
3056847	3082
3064460	6927
3059248	3249
3063470	3084
3059734	6383
3059743	3339
3060441	7919
3059627	3101
3060417	7916
3057533	7917
3056956	3098
3060442	7918
3059024	3208
3058485	3273
3058529	3069
3000436	3346
3000437	3347
3059049	3274
3058335	3067
3059007	3270
3063515	3005
3060212	3024
3056263	3009
3063523	3010
3063507	3015
3057372	5990
3064525	972
3000402	3105
3057494	3035
3000403	3106
3063629	3107
3051530	3108
3058250	3109
3000404	3115
3063610	3122
3000412	3135
3063614	3113
3056508	3156
3058248	3111
3059099	3204
3059103	3203
3059104	3202
3059101	3201
3059102	3200
3057269	3198
3059098	3205
3053952	3206
3057265	3207
3057268	3209
3059123	3215
3059120	3216
3059121	3217
3059118	3218
3059119	3219
3059092	3213
3062724	3212
3059100	3211
3058880	3224
3000420	3225
3058882	3223
3058881	3222
3058884	3221
3055844	3228
3058883	3229
3058896	3232
3058895	3233
3058891	3235
3061287	4487
3058885	3236
3058892	3234
3058887	3237
3058879	3231
3058888	3238
3058893	3239
3057250	3166
3057629	3110
3055238	3142
3053434	2128
3057885	3133
3070482	8045
3058468	2794
3064703	928
3056952	3097
3062177	3344
3058322	3064
3000411	3134
3068978	4201
3001278	10971
3059909	3032
3051888	3384
3000446	3385
3064259	3698
3064283	3699
3062432	3574
3053507	3575
3060023	3416
3062385	3615
3062401	3560
3061938	3484
3061939	3485
3061940	3486
3052084	3487
3061934	3488
3061941	3489
3000208	2214
3053677	2209
3000503	3543
3053755	2212
3062330	3579
3062328	3577
3000507	3576
3054664	3578
3062410	3587
3000491	3507
3060077	3433
3053743	2204
3053745	2206
3053673	2207
3053746	2205
3060884	6929
3000668	4599
3058051	3516
3000493	3514
3060894	974
3062395	3628
3064428	3633
3064244	3708
3064241	3710
3064217	3697
3061928	3482
3062399	3624
3060070	3627
3000515	3713
3061926	3480
3062400	3623
3062393	3625
3060030	3620
3061932	3479
3066623	6647
3066621	6648
3061927	3481
3064447	3652
3060497	3706
3067404	3707
3064440	3667
3000478	3467
3064587	3655
3067247	3691
3064286	3694
3064285	3695
3064277	3693
3000466	3440
3060144	3381
3000467	3441
3000468	3442
3000469	3443
3000471	3445
3060509	3460
3059974	3458
3068652	9636
3000343	2537
3054839	10379
3064441	3659
3054786	3660
3000472	3446
3062024	3447
3000473	3448
3000474	3449
3000475	3451
3000476	3452
3000464	3428
3062421	3569
3060143	3382
3059975	3456
3062048	3418
3062024	3439
3064424	3643
3063838	3645
3064394	834
3062428	3557
3054657	3558
3060883	3589
3054623	3596
3058736	3607
3062026	3434
3060020	3417
3062405	3553
3062426	3559
3000506	3562
3062314	3552
3062417	3565
3062420	3566
3060186	3512
3064250	3716
3064252	3717
3062406	3554
3060679	7850
3060262	3383
3062419	3567
3062422	3568
3051285	7472
3062430	3570
3000669	4600
3056076	1733
3069633	3816
3070238	5267
3060252	3375
3000529	3817
3000538	3880
3000535	3846
3064198	3866
3068078	3852
3064153	3853
3000537	3854
3000536	3850
3056387	3855
3065943	3856
3064194	3860
3064196	3861
3064203	3868
3064204	3872
3053753	3875
3054415	3858
3053770	2252
3060474	3832
3065391	3906
3065424	3939
3065462	3945
3065419	3948
3066842	4057
3065386	3912
3064754	3915
3065310	3918
3059494	3914
3056870	284217
3065388	3913
3065554	4000
3053834	4001
3065555	84823
3065312	3921
3064026	4052
3055423	3956
3059984	4012
3062365	51520
3064392	861
3059751	613
3063007	596
3051469	4066
3049020	3925
3061218	3977
3053671	2208
3056407	5788
3058741	3687
3067595	4058
3064657	951
3064655	963
3061407	290
3064975	4048
3060246	1939
3059238	3990
3058618	3933
3064798	301
3055404	302
3065431	3991
3000547	4018
3052525	7035
3063700	240
3063703	239
3061405	246
3053503	2180
3064808	3757
3065069	4014
3065626	2547
3065435	3972
3065434	3973
3064613	943
3065463	51176
3065307	3916
3065304	3902
3064711	921
3064589	3683
3065533	3932
3000072	965
3064200	3936
3064994	4046
3064977	4049
3000552	4069
3054622	5351
3065086	4015
3064353	822
3071188	4360
3065426	3958
3061172	4282
3050716	4481
3064678	968
3058460	7439
3055688	4904
3057783	7936
3063417	3982
3067219	4284
3064996	4191
3066239	4190
3067671	4117
3066280	4199
3067333	4200
3062926	8972
3055342	5701
3055877	4074
3059240	4153
3057400	4351
3065116	4123
3067684	4124
3053919	5268
3067200	4256
3067721	4149
3051871	4185
3068747	4159
3068748	4160
3065007	6490
3067733	4157
3000377	2919
3068754	4162
3064676	967
3061096	4241
3063948	176
3066230	4345
3053162	3908
3068619	4493
3000643	4494
3000645	4496
3000646	4499
3000647	4501
3053482	4830
3069343	4831
3061321	4152
3070451	4507
3067226	4255
3062558	4548
3064389	4237
3068839	4286
3068623	4131
3068622	4133
3068625	4134
3000565	4137
3068295	4477
3068634	4547
3066809	4719
3064253	995
3067109	5713
3066572	6520
3066941	6347
3066935	6354
3064602	929
3066263	4582
3066241	4363
3068948	4176
3061214	5441
3058315	1140
3067607	4163
3067730	4155
3066240	4359
3067688	4099
3068289	4352
3066065	4297
3056819	4300
3068828	4301
3000070	945
3068912	4654
3068233	4656
3068496	4617
3068497	4618
3067718	4151
3068505	4624
3066277	4621
3068504	4620
3066286	4629
3069963	4625
3068493	4635
3068498	4627
3061947	4628
3068908	4644
3056253	4632
3059239	4633
3000672	4636
3066284	4634
3063328	4606
3064811	4604
3064850	4608
3069850	4836
3051067	4670
3062550	4245
3061633	4835
3068920	4723
3064140	3821
3062323	3592
3058673	3593
3069854	4820
3068916	4703
3066244	4804
3065645	2596
3056768	5764
3062543	4192
3070304	5122
3070189	5126
3066248	4763
3057042	4744
3066283	4741
3069295	4747
3063314	6865
3063315	6869
3063306	6870
3050945	4828
3070943	4829
3065405	4807
3056820	4808
3064453	4852
3069883	4886
3066044	4887
3060677	7852
3067080	4923
3061251	4908
3068572	4909
3000040	566
3058567	57126
3051905	4779
3066290	4846
3066258	4843
3066256	4842
3066702	6622
3063621	3146
3063620	3148
3000414	3151
3000413	3150
3066595	6530
3000680	4680
3062552	4784
3070643	4792
3066649	4926
3062052	5119
3061256	4790
3058790	4791
3069836	4798
3052739	5970
3057277	3178
3052253	3183
3068488	4839
3000681	4691
3000690	4869
3052262	4860
3063111	4673
3065461	3952
3059922	5451
3063115	5452
3067771	5460
3051716	29991
3066303	4975
3067149	4991
3054576	1879
3054409	4974
3061607	498
3051249	27
3053456	2113
3063794	207
3063738	208
3053457	2114
3065742	673
3066429	5894
3057395	5979
3057076	1398
3054236	2017
3056486	1436
3063995	2354
3065005	6497
3068970	4193
3066293	4893
3070679	4951
3063990	2353
3051143	7471
3065903	648
3069718	4613
3065518	4610
3066281	4233
3054177	2064
3053453	2117
3053560	2290
3051548	7409
3055734	7525
3058177	5966
3057616	3815
3053554	2268
3053767	2248
3067161	4855
3062496	4856
3066272	5292
3051274	7474
3053774	2249
3053381	6098
3068988	4218
3063974	2321
3054266	2078
3065267	6237
3064801	5008
3062549	4067
3064240	3725
3064237	3726
3064210	3727
3066652	6688
3067725	4142
3053768	2250
3066305	4985
3067134	4986
3053445	2122
3065942	2735
3051209	2736
3065945	2737
3003206	284459
3050957	342945
3058691	3104
3061551	2738
3051273	7473
3065008	6498
3061426	867
3058291	388
3056805	389
3063460	387
3066291	4953
3066656	6696
3068872	4077
3053897	5007
3070539	5021
3070531	5046
3070515	5076
3061912	5081
3070516	5075
3070513	5078
3070514	5079
3060644	7849
3066004	5083
3070103	5396
3058196	5967
3058175	5968
3056083	5539
3066611	6690
3000715	5068
3059869	1996
3061045	5763
3056791	5741
3063004	595
3055587	5745
3056792	5744
3067874	5554
3067874	5555
3068865	5444
3067883	5544
3056725	5816
3065148	5129
3055777	1830
3070101	5222
3065076	5225
3066123	5184
3063216	6890
3063218	6891
3070509	5066
3067879	5551
3052086	79902
3067734	5346
3055367	5630
3067777	5375
3055892	5828
3056730	5825
3056192	5465
3064749	5243
3068462	5244
3063399	6817
3070291	5132
3051395	54
3051396	53
3052863	248
3063731	249
3051303	55
3064605	250
3063735	251
3070249	5295
3070254	5290
3066261	5208
3056681	5214
3070128	5211
3061258	5150
3062495	5136
3070377	5153
3066271	5236
3056787	5238
3068214	5226
3070095	5223
3070106	5232
3062971	2821
3000732	5350
3069965	5319
3069984	5320
3067748	5335
3066947	5360
3054257	2023
3051864	10606
3054250	5471
3056936	4522
3070239	5260
3059450	5261
3061515	5723
3067585	5257
3070362	5176
3067804	5449
3066955	6447
3000714	5047
3065504	6050
3061634	5269
3060919	3728
3061701	5167
3067745	5342
3067690	5340
3066301	5054
3069985	5327
3067940	5055
3069981	5329
3056613	5724
3066342	5159
3070384	5154
3070361	5175
3056294	5196
3000725	5197
3064276	3690
3070383	5156
3064590	948
3063166	2814
3063167	2815
3066975	6403
3000761	5817
3063913	142
3070054	5284
3066634	5311
3061871	5428
3063310	324
3057630	3145
3051692	7389
3065803	3753
3064317	3737
3064315	3739
3063622	3743
3066062	8788
3052199	7276
3065290	5069
3000748	5669
null	440535
3062506	5217
3057509	5216
3055358	5621
3070143	5245
3064431	3630
3070305	5111
3055785	5618
3064638	5052
3066306	5367
3055307	5660
3000027	354
3066312	5443
3055388	5684
3067968	5686
3055378	5699
3055356	5624
3063762	259
3055774	5610
3065851	5604
3056765	5781
3056420	5775
3056419	84867
3055312	5627
3056402	5787
3053807	5777
3056405	5786
3056760	5770
3056449	5793
3056442	5797
3067519	5778
3056825	5803
3067869	5567
3000739	5568
3055410	5576
3055409	5575
3055411	5577
3056108	5516
3053399	2147
3055776	6271
3058955	7297
3053738	2241
3053719	2263
3054182	2046
3060229	1969
3055708	7535
3053911	5594
3065100	5596
3066353	5578
3067866	5579
3067868	5581
3064407	5580
3066355	5582
3054704	10399
3067862	5590
3065321	6285
3055775	6276
3065246	6274
3000803	6273
3053739	2235
3070234	5270
3062319	5681
3055311	5657
3056097	5552
3065558	5698
3065557	5696
3058348	1144
3054213	2038
3067414	4094
3063012	590
3066954	6440
null	6435
3066951	6441
3066948	6439
null	6436
3068851	4316
3052545	8566
3067789	5464
3067578	5831
3069969	5315
3051822	5162
3064773	5161
3056226	5876
3052004	7320
3058161	5962
3055904	5864
3056646	6236
3057192	391
3055922	5861
3063069	5862
3061282	5865
3056199	5867
3058263	5868
3056210	5870
3056213	5869
3056803	5906
3059359	5908
3053288	5911
3060963	5912
3058131	5898
3054610	5899
3065221	6251
3051144	5792
3055366	5961
3054191	2041
3054186	2042
3055997	5896
3056011	5888
3058098	5957
3000086	1104
3065525	6013
3065505	6019
3057541	5546
3055806	1800
3057377	5972
3051825	6117
3053373	6118
3051838	6119
3056642	6249
3053374	6121
3066887	5145
3064495	5158
3057571	6017
3056911	5916
3058084	5925
3068341	5926
3058114	5934
3065233	6256
3065228	6257
3065234	6258
3058048	5950
3058092	5949
3057583	6005
3052326	7263
3060032	6010
3061198	6011
3065556	4005
3065277	6241
3065276	6240
3053362	22934
3065498	6041
3057356	6035
3065111	6194
3051366	6230
3053536	6143
3058999	6156
3064736	6165
3061210	6166
3065121	6184
3059403	6205
3000796	6218
3065254	6222
3053569	6146
3000786	6136
3065260	6207
3061247	6227
3065122	6189
3057510	6124
3065134	6120
3059684	6185
3000791	6175
3058133	6176
3065120	6181
3000794	6209
3064780	6018
3056009	1655
3053263	6094
3066699	6625
3065247	6261
3065237	6262
3065236	6263
3063860	191
3061398	262
3067880	5542
3000737	5545
3065320	6295
3066733	6302
3064608	6491
3061225	6344
3064275	2524
3053811	9267
3066616	6678
3066612	6697
3050729	10993
3059657	3351
3000440	3354
3059637	3352
3059634	3355
3059633	3356
3059839	3363
3059825	6532
3000825	6406
3000826	6407
3064997	6470
3062226	6728
3063162	6734
3066963	6462
3000843	6698
3000844	6699
3063084	6700
3063085	6701
3047903	6702
3000848	6707
3061223	6638
3066827	6346
3059339	6628
3000811	6348
3054217	6351
3063105	6626
3066535	6546
3062436	6550
3066493	6568
3061585	476
3061579	481
3061581	482
3052436	477
3063526	478
3060190	479
3066600	6523
3061367	6323
null	6325
3062646	6328
3066476	6554
3062943	6751
3062941	6752
3060877	6753
3062997	6754
3062998	6755
3066704	6651
3066705	6652
3063075	6717
3065787	6654
3052527	7032
3060029	6711
3057166	6709
3063087	6708
3063078	6710
3066302	4956
3000740	5619
3055243	7783
3055245	7784
3055810	5620
3063173	6723
3063583	286
3053736	2222
3064182	6659
3000855	6779
3056434	1475
3067198	4254
3063077	6715
3066830	6342
3063067	6720
3064271	2516
3060879	4314
3063066	4319
3068857	4320
3057589	1191
3066923	6390
3066622	6649
3059883	4072
3063343	6857
3058471	6834
3064849	6130
3060083	6837
3063437	6838
3063431	6836
3051645	6843
3051651	6844
3066928	6382
3053830	9672
3063573	310
3054709	6804
3063404	6810
3063776	939
3064699	923
3064698	926
3052616	7094
3064610	940
3058989	3195
3064706	919
3064707	915
3000871	6964
3064709	924
3055341	5702
3066545	6533
3063220	6887
3000868	6955
3064704	925
3065935	4004
3000870	6957
3064701	920
3053576	2280
3053572	2286
3053570	2287
3067848	8115
3000872	6965
3058155	3702
3063517	6991
3064475	6950
3059727	6954
3062652	914
3061224	6352
3000867	6953
3063225	6886
3052728	7015
3065970	661
3062065	3371
3064496	6997
3051738	7180
3052976	7123
3052731	7172
3052139	7295
3053716	6897
3053397	2149
3052389	7056
3052392	7057
3052388	7058
3052381	7059
3064560	6915
3052407	7070
3052626	7084
3052625	7083
3000066	911
3055766	1841
3052144	7298
3000065	910
3000064	909
3052919	7112
3000758	5757
3001166	9168
3064686	912
3000067	913
3052531	7038
3052733	7008
3052414	7077
3052415	7078
3055408	5573
3052025	7273
3001242	10578
3067674	4118
3052552	7024
3057230	6936
3052556	7027
3067767	4800
3069118	4801
3000866	6947
3066603	6667
3058123	6932
3064577	6935
3061246	2960
3052206	2961
3057890	1051
3052516	7003
3063230	2962
3052788	2963
3064728	2792
3055021	1869
3063231	2965
3060180	1997
3051251	25
3068491	4602
3052533	7018
3052539	7037
3059012	3265
3053740	2242
3066341	5155
3066278	4342
3064202	3845
3066260	4609
3063074	6714
3054176	2065
3052425	7040
3052431	7046
3052430	7048
3052380	7051
3052383	7052
3064570	6900
3070642	4851
3052423	7042
3052435	7043
3052997	7141
3052998	7142
3066505	6576
3052630	7167
3052724	7174
3055681	7538
3061396	611
3052636	7162
3052925	7111
3052629	7168
3052899	7170
3052947	7138
3052949	7135
3052960	7136
3053010	7139
3051346	7453
3052631	7166
3056282	6999
null	7176
3052643	7177
3052599	7249
3052188	7277
3052241	203068
3058963	7283
3059907	4071
3052970	7124
3052964	7126
3053001	7128
3058186	1942
3052568	7157
3052501	7184
3052955	7132
3052959	7133
3053915	1326
3053272	1638
3052385	7054
3063082	640
3065745	3791
3069866	4921
3069872	4914
3069058	4916
3056958	7307
3001299	11338
3059625	7318
3059507	7386
3051689	7384
3059506	7385
3052013	7345
3000798	6233
3056167	1798
3051693	7391
3051062	7374
3051973	7371
3069983	5328
3051810	7356
3064246	999
3061493	535
3057844	525
3051663	7412
3051705	7422
3051610	7433
3061507	551
3064692	3672
3064760	3673
3064593	3676
3051612	7436
3066502	6571
3066495	6570
3051732	7429
3051729	7431
3051696	7414
3063959	2313
3051349	7448
3064571	3685
3051699	7417
3051714	7428
3051347	7450
3051308	7465
3051224	7494
3050842	7515
3063386	563
3057657	7551
null	7558
3058764	7566
3000942	7567
3058839	7571
3054864	219749
3051309	7570
3058674	7553
3054467	7554
3055705	7584
3051088	7572
3000944	7574
3000938	7556
3058244	7580
3063478	3096
3058864	7597
3001907	51710
3000955	7625
3058927	7629
3058863	7593
3000958	7633
3000959	7634
3056758	7561
3000943	7568
3002012	55769
3060085	7678
3059981	7700
3051323	31
3051235	33
3051247	37
3059058	3284
3055990	1589
3055984	1584
3055986	1586
3069735	4948
3051246	38
3063461	383
3062976	435
3055581	175
3052744	582
3053960	56922
3057799	64087
3064758	788
3056745	715
3062023	3426
3064106	729
3063783	730
3059036	3291
3056031	1666
3055812	1807
3065847	669
3061221	6476
3055834	1621
3052065	2153
3053405	2155
3053404	2159
3053491	2176
3053490	2177
3063641	427
3069991	3827
3064124	3818
3064514	229
3053744	2203
3064269	2517
3063985	2720
3063175	2811
3052844	2639
3053137	2110
3053124	2108
3065917	2678
3067135	5095
3066343	5096
3064296	2538
3061955	178
3061322	2632
3055901	5837
3057603	5836
3063068	5213
3056438	1535
null	4687
3055128	4688
3053509	2161
3056890	3077
3064433	875
3057036	1373
3052871	2731
3064643	275
3052156	2653
3065048	4023
3000000	10
3070550	5019
3058168	8050
3056507	3155
3067439	4056
3063888	5406
3056072	1738
3067683	4125
3068422	4126
3063013	593
3055836	1629
3063005	594
3067343	4210
3063578	4143
3068595	4594
3068597	4598
3060028	3425
3058151	4669
3063250	2990
3056187	5476
3057421	4942
3051996	7372
3065963	760
3065885	2694
3057114	5860
3061485	5106
3058193	5224
3067051	5105
3067746	5345
3051316	51
3055963	1594
3070256	5091
3063724	443
3064159	2760
3064559	6916
3055811	1806
3058317	6948
3062743	11181
3066363	5644
3053474	2184
3059023	3242
3068915	4647
3065412	3988
3050855	7507
3050854	7508
3067227	4281
3000029	414
3000030	416
3068976	4204
