conceptID	entrezgeneID
3056277	1620
3051244	41
3061936	3490
3061907	988
3063603	3192
3062398	3617
3056150	5493
3057588	1192
3070842	4892
3052039	7357
3069419	4950
3063374	5510
3054215	2036
3000354	2657
3067494	5252
3065458	3950
3000374	2862
3000375	2863
3056122	1742
3062829	635
3061740	3820
3000530	3822
3000531	3823
3064144	3824
3057316	6294
3067504	5601
3067981	5602
3055424	5600
3056185	1789
3052564	3842
3063908	687
3065751	688
3067378	5597
3064833	3787
3065732	3788
3058013	1070
3051508	10741
3057031	1364
3057034	1365
3054815	10369
3059230	3692
3057665	1263
3057660	366
3058527	7485
3052173	7324
3055746	1827
3053463	2193
3056169	1796
3065384	3927
3055387	5623
3065807	5931
3058086	5928
3056921	390
3059199	5291
3063405	6812
3056776	2842
3067381	29767
3066750	4013
3064985	57109
3067698	4091
3062544	4092
3052558	7205
3066933	6388
3053514	2166
3054836	10370
3063960	2307
3062553	65108
3066028	9564
3060721	7813
3053380	6097
3055398	1876
3054693	10474
3051963	10629
3064871	8464
3056018	5890
3052982	10284
3059006	3276
3055679	7539
3058365	7468
3056869	23462
3056017	5892
3053486	2189
3063916	6367
3066956	6446
3060145	1917
3055780	1831
3053070	7321
3056517	7322
3000901	7323
3057685	7257
3053496	2173
3059733	7764
3051095	8537
3053127	2104
3064131	3840
3064568	6903
3063697	364
3051884	6945
3059017	2813
3063160	6733
3060572	165
3068968	3780
3067401	3782
3053615	10001
3065409	4720
3055759	1819
3061257	5137
3060236	5099
3057582	1196
3057587	1198
3068820	9241
3058705	3903
3000540	3904
3059602	7335
3060036	8870
3065380	8029
3058355	6623
3058405	5507
3052273	3396
3059605	7336
3051471	30000
3065707	2631
3063854	9060
3057961	1002
3057962	1004
3057970	1006
3057821	8291
3069481	8293
3058576	5609
3061446	8295
3060444	28513
3057868	1015
3057324	8707
3057859	1016
3040753	172
3065446	6183
3055399	1877
3055288	10320
3064944	8289
3065755	8301
3056274	5324
3068115	8789
3052612	7097
3052617	7098
3052618	7099
3052940	7100
3067996	8303
3070670	8292
3053588	3603
3066605	6676
3067000	4335
3066635	6613
3052369	11236
3059315	8733
3064873	9352
3053603	10006
3055949	8540
3051102	10898
3064548	8520
3054298	22938
3064452	8642
3051504	10749
3051949	10618
3064768	622
3051513	10720
3067465	8856
3070635	8985
3055765	1844
3055754	1847
3051920	10635
3062938	2840
3055293	7546
3067039	5050
3062222	9619
3057455	1111
3068385	8535
3066598	6539
3063912	141
3057273	3191
3054757	1615
3056873	1317
3058975	419
3055384	420
3056872	1318
3059410	8314
3059610	7347
3070049	8446
3068777	8708
3060886	8705
3063233	528
3054381	10554
3054382	10555
3055898	1361
3057041	1362
3069283	8532
3058259	4826
3064479	6942
3054085	22919
3067644	4088
3067645	4090
3064369	6605
3000805	6283
3066911	5519
3065318	6282
3052366	1660
3052001	7327
3061511	8455
3067425	8454
3055329	8496
3056186	8495
3068152	8499
3069743	8541
3067573	5715
3061533	467
3062390	3605
3063222	513
3058763	989
3058258	522
3053766	5810
3053852	5411
3056415	5784
3050873	670
3070250	5296
3066615	9101
3070662	4037
3056534	8504
3067589	5871
3059044	572
3056714	1522
3052504	7005
3070641	4738
3052102	9039
3052127	9040
3051556	8673
3059906	4329
3064349	768
3062424	11260
3062391	3608
3062392	3609
3065231	6253
3057857	1024
3069380	4678
3055830	1616
3058010	1068
3055939	6811
3059757	755
3061602	516
3059930	517
3000371	2854
3056014	1690
3050995	10908
3056826	284119
3055608	10207
3057368	8625
3058154	8647
3054642	3938
3064051	901
3059676	27136
3054687	10490
3057691	3769
3064232	8629
3061979	8690
3069181	8419
3068093	3835
3055890	5826
3056950	8775
3056953	8774
3064899	8417
3064104	3776
3065775	3777
3000981	7752
3058199	368
3061238	4597
3059001	9957
3071111	26257
3065889	658
3066853	8530
3059317	6597
3068836	9208
3057744	6596
3062313	3551
3056002	8396
3052680	771
3067153	8509
3001275	10929
3059325	515
3059921	11099
3052575	8626
3069513	8394
3057358	8490
3057411	1108
3051120	8638
3052861	10345
3064908	3814
3069828	55163
3062083	11081
3055826	1613
3054306	22941
3058925	662
3057621	663
3065674	664
3067232	8888
3061909	4093
3068789	8649
3068799	9374
3052966	7127
3054464	8462
3063943	115
3055070	8658
3060686	3656
3064744	3756
3064469	6943
3064078	631
3056736	1515
3061657	8621
3060014	8654
3058770	8424
3050712	10998
3062667	23413
3055362	55907
3043916	8511
3057527	8510
3067263	4712
3065972	2707
3061004	84687
3059664	5509
3067530	8498
3068293	4440
3057281	8544
3056157	1770
3053787	1781
3069288	55567
3053748	1767
3056162	1769
3068296	8671
3056853	3091
3059015	4939
3069690	4940
3063300	332
3062774	9497
3056607	8720
3063320	8763
3053341	8710
3052921	4702
3068578	9409
3001141	8771
3065189	6457
3068167	8545
3066945	6428
3068750	8479
3061887	8718
3057865	1021
3057853	1031
3052046	7358
3060360	2733
3052622	7253
3064943	8467
3066483	6584
3067330	8819
3070710	8826
3056065	8825
3051628	2317
3068300	4439
3068864	8883
3060745	8622
3065923	638
3066607	6674
3065457	8427
3059535	8838
3060726	8546
3066137	8310
3056030	1665
3059090	169841
3062266	8449
3062063	8805
3070126	8761
3067448	8321
3055127	8323
3069537	8324
3041737	8475
3066090	8476
3052410	7073
3052967	7108
3066833	6335
3051605	5877
3059244	8574
3059241	6449
3064359	813
3067660	8577
3065365	8572
3059202	639
3063541	8575
3056960	400
3069793	8864
3055631	7756
3059945	7753
3059980	7702
3055162	8682
3000982	7755
3064533	8739
3055885	1600
3057580	8737
3066025	8738
3066558	8767
3053827	8851
3054081	8881
3067717	8558
3053476	2188
3063649	445
3065251	6223
3064530	8646
3059517	7398
3064874	5716
3062206	5719
3065636	8945
3068675	9054
3051801	7375
3067469	8735
3051331	14
3051271	54361
3056823	3321
3059402	6504
3064556	8645
3063150	6795
3062263	8445
3051771	8444
3066639	6610
3066507	8792
3069665	8717
3069276	8505
3060060	3475
3066962	8813
3066888	8556
3068482	8555
3064969	4041
3056798	4040
3056949	8736
3065513	9172
3064006	8471
3065442	8732
3060987	8731
3000128	1444
3065859	25814
3064015	8915
3052409	7072
3052668	10285
3066703	6629
3059467	6627
3066726	6631
3053630	1102
3059769	9111
3053338	9112
3053647	1801
3058286	1174
3055838	8905
3059078	164
3063293	8906
3063288	8907
3067209	8939
3067072	9132
3064965	8564
3056601	8722
3061400	2550
3062628	6636
3050901	6637
3067731	8932
3054277	2070
3058483	8692
3063544	8898
3051620	8876
3001151	8875
3064751	53615
3067728	8930
3051106	8382
3068817	4308
3067714	8715
3068155	5016
3070326	8780
3060658	5100
3064141	5101
3067382	8940
3056128	1740
3058833	8567
3065383	9215
3069117	8975
3067022	9056
3052223	7292
3066864	8651
3052529	8743
3064531	8837
3070242	5286
3063625	8605
3070404	8399
3051748	8398
3066417	9255
3055406	8986
3051803	8633
3063129	8797
3001146	8795
3001145	8794
3001144	8793
3056015	8438
3067165	9135
3055577	9187
3058563	991
3055896	51343
3062762	11168
3059327	8928
3065123	6187
3059296	4062
3050717	5097
3054034	5098
3055787	9242
3065110	6193
3051435	6203
3061245	6204
3065270	6235
3065138	6125
3000787	6144
3065119	6157
3059047	6158
3063933	6868
3063932	8728
3058803	6341
3064523	5188
3053146	1355
3064740	617
3057054	1353
3052582	7225
3051649	9341
3065257	6201
3062248	9340
3063117	6206
3061271	6139
3064942	9349
3069677	8614
3059644	8675
3067010	8604
3058413	9169
3066757	9139
3056618	8643
3000795	6210
3065264	6217
3054099	7334
3063158	2891
3068617	9381
3065252	6224
3063062	6228
3061274	9388
3065271	6234
3000785	6133
3053783	8854
3057641	9197
3070615	8811
3070616	8484
3054980	23414
3067810	5414
3063699	247
3058791	8729
3051279	7481
3063758	241
3058570	6231
3058211	6232
3053578	6128
3053551	6154
3063763	51378
3054304	10505
3056087	4337
3053320	4338
3063925	53616
3061710	8745
3068551	9420
3067649	8748
3055456	8747
3065011	6496
3070369	8521
3061573	9247
3063313	533
3063097	9076
3065639	9184
3052168	7332
3067557	8518
3066144	8823
3070381	8822
3071176	8817
3070136	8650
3064103	8877
3065984	3661
3063575	8639
null	692
3063706	242
3064939	6585
3001130	8542
3066494	6586
3050944	9353
3059794	7226
3063692	343
3067535	8698
3060540	6545
3065701	9371
3064333	9372
3057154	9429
3000817	6362
3063194	2954
3064743	9355
3059868	3364
3056013	5883
3059229	5636
3068190	8941
3001135	8677
3052801	4528
3053481	9622
3051502	4660
3001190	9623
3056152	5495
3055724	5514
3056139	1780
3066769	9377
3000120	1350
3066561	9134
3068173	9350
3068191	9425
3068656	9627
3059329	9401
3065261	9400
3058681	754
3070872	3754
3066960	3755
3067842	9963
3067277	9962
3057084	1349
3059894	9992
3068557	9435
3058802	9148
3055955	9440
3061829	8815
3000534	3834
3063992	8312
3066000	8853
3062146	9542
3063132	2864
3063619	2865
3063133	2867
3053966	10020
3056932	3090
3067924	9971
3053988	10018
3063114	5174
3066103	4696
3068927	4697
3066200	4704
3053444	10059
3053120	10077
3053432	10048
3055639	7681
3055014	10165
3055015	10166
3051798	905
3053323	9616
3068436	9973
3051576	9945
3067691	8800
3068342	8799
3063650	5873
3068128	5874
3064397	863
3064553	705
3054022	10024
3054222	9373
3064247	9068
3064612	944
3063109	9507
3068049	9123
3056793	9122
3062607	9121
3060195	9120
3064962	9970
3065323	9532
3068541	9531
3068540	9530
3060746	9529
3063493	9048
3067636	8914
3067009	3790
3054841	10326
3056246	9246
3064368	9965
3068958	9343
3053981	10010
3068655	9628
3067362	8786
3066866	8785
3055120	8995
3000961	7639
3059918	7727
3055630	8882
3053627	9445
3061886	8784
3057346	1179
3060227	1965
3066857	8894
3070258	8669
3067502	8668
3052158	8667
3064885	8666
3066158	8665
3068034	8664
3071197	8663
3063498	3026
3067152	9144
3051679	1975
3055660	10243
3058513	8992
3055643	10220
3053372	6101
3053545	10560
3059301	8893
3068398	9972
3055882	9348
3062109	3770
3055551	9183
3063969	2327
3063966	2330
3061609	5992
3052021	10686
3064421	881
3054837	10371
3053700	10125
3052913	3680
3001133	8644
3066811	6329
3066145	5429
3051036	10673
3052020	10687
3000963	7644
3058862	7594
3000962	7643
3002876	168374
3062911	3283
3053332	10142
3053398	9475
3066516	9635
3041023	711
3001154	8938
3060058	9240
3051991	9094
3064552	8704
3064377	8703
3055918	8702
3066079	9253
3055114	3268
3065687	8927
3063935	8884
3063989	8313
3058612	9527
3056640	9570
3067054	9117
3068316	9554
3055369	5695
3066743	6319
3068560	9451
3054168	2081
3054443	10595
3000139	1539
3060001	8900
3056211	5878
3057087	8372
3051511	10724
3053334	10111
3065469	9526
3062858	8515
3071146	4751
3063557	4752
3055088	10419
3066746	9966
3061601	9956
3057485	9955
3067488	9953
3066990	9951
3065579	8913
3057387	8787
3052635	7163
3000968	7692
3000971	7695
3000973	7699
3058235	7701
3055704	7709
3000975	7711
3051183	10858
3051136	10870
3060129	9231
3052024	7272
3050971	10913
3063424	2916
3050968	10911
3055957	2912
3063428	2914
3056651	2917
3056656	2915
3062364	9499
3068631	9053
3064292	9196
3053134	10068
3067652	5330
3056926	8437
3066533	6560
3068598	9488
3053307	246243
3061643	5932
3063426	6820
3061596	6840
3070959	2579
3062090	11093
3062163	11009
3052126	7305
3054098	11136
3057125	9232
3069770	8910
3052172	10477
3066098	3696
3057260	3175
3057938	8402
3053579	6129
3051895	10664
3067998	9021
3069721	8991
3053702	10127
3055919	9230
3062166	11021
3001142	8778
3068604	9482
3066748	55014
3069742	8904
3066855	221184
3060150	8895
3060952	131034
3059712	57699
3051505	23418
3064417	889
3054783	3622
3053133	10050
3053077	10097
3053076	10096
3054755	6615
3060386	23607
3061262	6049
3000349	2543
3065663	2574
3000348	2575
3000350	2576
3000350	2577
3000351	2578
3056354	1456
3054723	10395
3055033	10154
3062963	6777
3064677	9546
3060304	23627
3060222	1952
3053466	2196
3001207	9997
3057766	8502
3066614	6683
3057008	133746
3055914	23129
3055647	10216
3063815	189
3065531	25788
3060208	23654
3058846	25806
3054136	9380
3067358	26060
3059640	3119
3056193	5469
3056329	1471
3065661	2584
3056786	26503
3067334	5521
3062309	11285
3061219	6749
3051492	10750
3069619	26512
3052639	7179
3041309	9629
3067673	4121
3051122	10905
3060120	11253
3054854	10319
3056209	9545
3066803	5253
3054795	26973
3058521	26747
3067048	26958
3054439	10586
3055229	10274
3051496	10735
3055537	4008
3055357	8842
3059484	27019
3054577	10457
3001294	11148
3001293	11147
3062776	11200
3056835	9146
3052557	9019
3057174	8678
3069364	8328
3058988	27032
3062306	11280
3059812	7227
3061162	23746
3061391	2768
3058973	27030
3053068	9630
3000577	4246
3051917	84152
3069277	8869
3053099	10082
3052098	10672
3055925	3954
3058976	27036
3062397	3619
3048050	27004
3062641	5435
3060695	26872
3051376	10804
3057636	5082
3068866	5407
3063918	5408
3053686	10114
3001129	8529
3057310	5638
3056363	11012
3063571	5650
3065628	2549
3050900	25805
3051429	5275
3063884	5717
3067568	5718
3063072	5711
3069259	8519
3062782	11213
3062731	11124
3054072	6456
3064746	9064
3054548	10421
3061616	8741
3063419	2911
3062381	11335
3055847	23468
3053600	10002
3067933	8557
3060384	23600
3061844	26278
3051161	868
3051707	7416
3064628	8809
3060981	9326
3055948	9325
3058915	221037
3054206	9322
3064920	9321
3058166	9320
3062525	9319
3066151	9318
3064630	8807
3060121	23553
3001277	10951
3059988	8808
3068406	8832
3058571	9047
3058938	29760
3068310	9398
3051111	10891
3068577	9402
3066977	8740
3055572	23498
3056032	1668
3059170	9620
3060048	4065
3059308	11255
3058500	3420
3059549	23416
3056535	23415
3062634	23440
3063917	9437
3001181	9436
3064063	3669
3068407	9308
3065720	3801
3059652	11004
3053542	9509
3069157	8689
3001137	8688
3001136	8687
3070756	8994
3056360	23395
3069636	3841
3070852	4796
3069662	4794
3052230	8562
3058400	9023
3063468	3083
3051835	3281
3059719	11077
3057966	1008
3067162	9149
3058583	23090
3062308	11282
3054349	22985
3065520	4259
3060003	29880
3066473	29929
3064951	8448
3064968	8447
3070150	26047
3062857	3337
3001187	9556
3052548	741
3062753	11161
3052379	9447
3058759	8322
3054342	10516
3051019	10939
3052991	5157
3054844	10312
3056285	9419
3001835	29989
3054677	10481
3065884	641
3051270	7486
3066987	4821
3051947	9095
3051386	10825
3055612	9211
3054710	27190
3055946	9313
3063842	8431
3054637	10493
3061010	30008
3051290	81
3054706	9479
3055301	56934
3065975	770
3051604	10762
3059746	6904
3058401	3437
3061098	30061
3051900	9020
3001836	30816
3056596	30818
3051266	7475
3053839	10437
3068559	9448
3054807	8618
3068552	9422
3058981	27039
3055294	10343
3051103	10899
3065799	30835
3055249	10335
3056891	23493
3070454	51450
3001268	10866
3050877	10087
3054910	26986
3000711	5042
3064588	3682
3062733	11127
3050792	10962
3057267	3199
3051033	11214
3056627	5729
3060196	9495
3054398	10566
3058752	9472
3054229	10270
3052355	11216
3057801	403
3062783	11215
3001230	10344
3068698	9590
3053221	10139
3053441	10043
3053435	10040
3053437	10042
3067438	8412
3054626	10461
3067992	9782
3065543	57016
3051512	10725
3065373	26230
3055953	8425
3058486	5412
3067613	50484
3066740	6320
3052291	7259
3051002	10941
3056808	8458
3051726	8576
3052519	7036
3001208	10045
3053438	10044
3053652	10102
3051181	10855
3064877	9099
3001174	9263
3064818	9262
3055505	9960
3059031	27005
3052214	7289
3059374	9958
3055261	22797
3054818	10352
3065068	29761
3051522	10732
3054553	10420
3056380	9310
3001262	10795
3055996	7776
3055632	7763
3060731	7827
3001185	9534
3051014	10935
3062084	11086
3062085	11085
3054509	9070
3054770	22801
3058959	23769
3054499	23768
3061135	23767
3053446	10063
3053461	11131
3065677	9365
3000859	6846
3001224	10281
3053455	2121
3060307	23632
3001266	10850
3056587	29110
3057635	11266
3057712	1233
3062331	11250
3058219	8468
3053851	23770
3066484	6581
3058083	6373
3054223	6729
3059505	6730
3057651	9227
3067501	5326
3065339	50833
3062064	50831
3054430	50832
3067681	8685
3051109	10893
3067154	9159
3055622	10205
3053207	4649
3055663	10231
3061134	23764
3051024	10943
3056541	9501
3061582	50674
3063197	2976
3051544	10783
3054344	10514
3054842	10328
3051553	10797
3001419	26960
3051572	10787
3066883	9480
3061011	30009
3069389	8195
3070123	5201
3064633	5203
3055405	5204
3068286	8694
3063227	2972
3060131	9015
3067033	9014
3067038	9013
3061427	23495
3067826	9989
3070206	4848
3062737	4849
3057563	4850
3065169	29883
3060508	23210
3067058	9175
3060294	8491
3053336	11183
3054397	10567
3051710	9468
3061308	9150
3068874	8440
3062721	11142
3060034	4595
3059959	6905
3068495	4616
3050975	10912
3000524	3806
null	3807
3000525	3808
3069635	3809
3069638	3810
3051287	86
3062329	11252
3068099	50940
3062812	50852
3067466	8993
3059598	27240
3063141	6789
3052200	8631
3066068	9212
3061640	23595
3001131	8547
3052108	11051
3062157	11052
3068224	29127
3062707	3257
3063076	6712
3070355	8315
3068934	9368
3059648	8559
3051495	10736
3051167	10864
3000731	5349
3053624	9046
3055542	8536
3052233	50944
3062713	11151
3060010	23452
3054726	10391
3057817	26054
3055382	2932
3058456	23401
3061709	11096
3056937	11174
3056938	11173
3062175	11005
3000984	7761
3000985	7762
3051629	29802
3056075	1540
3059145	5062
3057504	54363
3068608	9498
3051958	3675
3001893	51348
3057775	6788
3069319	8936
3061854	51222
3058371	9439
3060130	9441
3059465	9442
3001182	9443
3058054	29979
3067062	3665
3056590	9641
3056668	57045
3057670	1269
3000862	6894
3055486	6895
3055012	10169
3068376	8976
3054654	10440
3054618	10469
3060514	23729
3064341	54386
3001944	54429
3050793	10963
3068607	9493
3062720	11140
3055728	7531
3051364	10810
3063147	2872
3052644	8411
3055176	10287
3051482	10755
3052360	4591
3066637	6618
3070682	55929
3062676	23435
3059620	27164
3063548	54714
3053813	9265
3056549	11186
3053038	10367
3066583	54210
3066580	54209
3053972	10026
3059773	9961
3059310	64976
3062950	5918
3059716	221472
3000764	5920
3053974	10019
3058397	261729
3066694	8493
3053192	23118
3051483	10747
3051140	10874
3061600	23566
3050764	9170
3067181	9294
3055036	10157
3052659	8835
3068979	9306
3055583	2658
3063330	6832
3066653	6692
3051886	10653
3056592	11337
3063368	9457
3051597	26254
3001191	9626
3055579	10197
3068134	51741
3052610	7091
3050990	22916
3065398	26207
3051622	7441
3054432	10575
3053687	10121
3053690	10120
3057340	56172
3058125	53637
3062836	11061
3058997	11226
3054414	10563
3052420	25790
3055682	10267
3055680	10266
3055563	10268
3066869	149708
3051621	90480
3051896	10663
3058349	3066
3057202	23598
3000042	574
3053495	2171
3054254	2001
3055465	9538
3001186	9540
3058066	9536
3069254	8507
3063844	9510
3056301	11095
3057319	51179
3059849	2622
3000053	750
3067697	54407
3070357	51768
3055071	22821
3064162	51806
3051863	10605
3067727	54567
3062741	11197
3063354	2850
3057677	54329
3054312	22943
3056314	23471
3053959	9044
3001157	9077
3071171	55997
3056147	55811
3055449	56603
3054220	57030
3054512	55743
3059601	27185
3056303	56751
3058542	343472
3061255	5170
3053908	10242
3067248	8935
3066715	50649
3055401	56616
3058760	55911
3051561	10772
3059801	27094
3058487	27345
3052111	10692
3052789	473
3063100	8434
3068536	9541
3052984	7158
3058246	65125
3065606	57191
3060994	8996
3052062	10699
3057569	9213
3060922	3176
3065549	50617
3055614	56477
3062659	9450
3060318	23643
3058188	29988
3064090	719
3058497	57192
3055695	10257
3062460	23385
3054705	57379
3054701	10397
3054436	10580
3061800	57099
3064342	57338
3058979	6448
3062209	9625
3063496	2909
3067625	54514
3058985	7248
3061820	11132
3060015	4976
3056231	4166
3058055	8624
3054707	23054
3052929	10579
3054604	10460
3057866	58157
3002071	57292
3061530	50856
3062218	11318
3061599	23567
3062738	54535
3061903	9518
3055320	9939
3056686	9759
3061972	93986
3064532	5209
3053248	5210
3060000	58189
3056602	58190
3054343	10513
3000148	1577
3059210	8887
3066082	4783
3058367	51621
3061631	50616
3054092	23136
3053390	57626
3060310	23047
3055062	22822
3001271	10878
3001270	10877
3066167	9118
3061917	9513
3000142	1551
3055116	29992
3055239	10272
3069115	4802
3066018	8846
3061598	23569
3061632	23585
3060487	26502
3067319	51738
3055725	7532
3058328	11036
3053215	60528
3054051	9407
3062560	23092
3061793	220988
3056159	1760
3069614	8086
3069105	8139
3059027	8074
3067335	50615
3067368	59067
3068576	9404
3068544	9562
3062173	11018
3055256	22795
3058967	29126
3055251	10333
3065673	666
3055580	27123
3059639	27122
3059840	27121
3063748	60529
3055223	56999
3002116	59348
3067463	50846
3066315	9794
3063125	127534
3066031	59341
3061891	5587
3061232	5583
3054942	56893
3062011	9370
3052491	27288
3061858	57096
3063936	8751
3055139	10298
3053582	25837
3064233	55540
3058171	64240
3057876	64241
3062757	11179
3001992	55423
3051574	10782
3002036	56547
3058261	50613
3065053	54106
3054574	10458
3053980	116986
3066057	8874
3061279	9361
3051951	10612
3062141	11064
3065013	284366
3052958	26085
3059513	27177
3001428	27178
3059559	64699
3062957	6785
3061514	65217
3051834	64072
3054995	64327
3058212	27430
3063843	4759
3054812	10362
3060305	23620
3056188	43849
3054583	10451
3057840	56300
3056743	9332
3066039	26281
3062727	3226
3056594	11187
3000578	4250
3054314	10518
3056281	56729
3064993	8766
3059043	3293
3053218	11065
3054435	10581
3055083	10410
3058345	9785
3069361	51362
3059919	5276
3065669	668
3056545	51778
3066770	58529
3069014	51247
3057328	23562
3070834	50604
3064648	53832
3061836	25820
3064069	57448
3053191	25818
3062777	11202
3064800	84666
3063561	5172
3056462	25827
3064450	26224
3063577	26235
3060502	26234
3061335	23194
3054334	22992
3060723	64806
3051379	9609
3057330	25825
3056089	9604
3055552	23705
3055365	29949
3066132	9362
3059673	27132
3058653	27314
3062168	11031
3053324	10107
3051104	10894
3054377	10558
3068499	9517
3069996	80381
3059722	23308
3055308	57716
3058584	27242
3056207	23671
3057939	79444
3060390	50964
3063812	51807
3057848	79901
3058860	26119
3062591	283987
3057470	51665
3063336	51676
3063335	51130
3061948	51666
3051186	51567
3058140	55824
3059770	27071
3067046	9167
3067047	9166
3063474	29984
3052231	10286
3059514	27175
3057291	56163
3065235	9839
3062431	11269
3060326	23636
3059255	23481
3059040	27006
3051994	10497
3054143	9275
3064017	9274
3060348	23581
3061264	29958
3061586	57194
3059052	23433
3062736	11123
3068611	148229
3065050	57198
3069524	51761
3055029	10163
3052316	83990
3001183	9470
3051954	10611
3060918	23209
3058519	51330
3054388	22974
3062960	6786
3070295	5116
3061658	51411
3057329	51227
3056667	29940
3055916	83452
3070378	50807
3056985	64127
3052528	10293
3068240	9784
3061509	9610
3053069	23230
3054727	10392
3062747	11171
3059411	64421
3062566	23095
3068549	29959
3001331	23532
3051248	28
3056639	26137
3058233	29894
3066892	53981
3067687	51692
3068614	5440
3001991	55422
3068454	5569
3067060	9126
3055508	56652
3067611	8503
3059877	64783
3061980	26136
3062456	23396
3066138	84343
3059280	57152
null	-
3070697	55504
3055380	51127
3065155	57093
3063740	79370
3057931	79102
3054454	84676
3053269	43847
3052314	9462
3062585	23039
3060432	64901
3055451	56606
3059318	7976
3055906	51715
3061034	81031
3064053	8325
3062786	11211
3056676	9415
3063252	583
3000037	514
3060369	80025
3069449	26580
3062795	11218
3059579	57062
3001140	8744
3053713	81792
3058491	25984
3051307	7466
3051844	51151
3068238	9846
3059191	57190
3050902	10131
3054768	22806
3067268	5708
3056999	51251
3054766	22807
3052954	64376
3055244	64375
3062673	23405
3055697	10254
3051946	10617
3063038	114609
3069047	25855
3061588	11162
3051648	90427
3061961	51384
3061419	115650
3059544	81793
3056374	1497
3057798	53944
3067708	54472
3069529	55294
3060288	23682
3061333	23191
3056617	9051
3067916	54840
3056257	57679
3070564	8886
3054781	9188
3054401	10551
3051284	89780
3058484	7478
3051283	81029
3070023	51225
3054172	27165
3059802	27090
3060956	23327
3063371	55909
3059502	7401
3055057	22809
3064238	55799
3061445	23473
3051494	10753
3054814	10368
3059800	27092
3059803	27091
3061641	84168
3060685	7809
3055145	114548
3055538	1718
3059468	26121
3065396	51062
3058228	27429
3065047	114836
3056762	11156
3062806	8892
3056223	5885
3002099	57817
3068172	84106
3068503	84675
3065091	57159
3068180	51293
3000836	6487
3067703	54490
3053186	92304
3064467	54545
3061112	54984
3054385	10549
3063831	29993
3068137	29763
3063712	9573
3052890	1593
3051587	117156
3061420	9022
3002163	64816
3070711	25932
3068275	9734
3062754	11178
3054686	9351
3058504	114088
3059171	9830
3059134	53335
3060424	64919
3001231	10346
3055421	56649
3058904	85366
3064301	2444
3062476	84174
3063326	80207
3065037	28514
3059124	25824
3060780	25930
3053331	10117
3056418	26469
3054074	79147
3055814	54332
3051969	10628
3051478	128178
3060878	114907
3067962	5688
3057753	55894
3067229	50485
3059432	27232
3055843	121340
3055321	5651
3054492	116379
3055324	59352
3055527	59350
3058498	122042
3058230	94233
3052244	55366
3069647	8549
3051633	51393
3051901	56302
3057001	55503
3051069	89781
3064829	9631
3061638	23596
3062128	11104
3068539	5314
3063746	117531
3055322	8492
3055770	1836
3052463	54982
3053156	159296
3052608	7093
3057780	56288
3066162	80975
3059055	51478
3067885	50506
3000983	7757
3055468	23417
3052749	7173
3052628	7086
3063321	2931
3063384	93492
3061664	59340
3055335	6768
3065577	2548
3058451	6689
3051509	53904
3059215	8659
3062742	11182
3057092	163732
3052667	10072
3058965	2395
3064040	58484
3068060	51752
3067100	58508
3053249	9757
3052028	9245
3056161	9821
3068033	29108
3059650	53841
3067191	9191
3055828	7840
3058119	57120
3065850	150572
3060964	6949
3060475	140609
3061519	59286
3002731	145282
3053956	534
3058984	117579
3065937	2729
3057037	710
3002839	160065
3062730	126014
3052112	10690
3052546	740
3058053	64689
3056854	28996
3056878	3073
3070726	58494
3069247	83700
3056875	3074
3057849	23760
3001329	23520
3001328	23519
3057029	26227
3065455	9994
3062693	29109
3061505	540
3056733	51135
3054996	10181
3051237	35
3054998	10180
3063420	6821
3061236	8973
3065662	2581
3051988	84824
3060896	23673
3057463	1130
3067258	59285
3065185	59284
3065186	59283
3070067	26108
3055732	90780
3065793	57580
3050878	29960
3071207	55937
3063666	84364
3055121	8674
3053996	10017
3068501	9522
3053108	10066
3053135	10067
3066410	5570
3061042	81491
3066903	83873
3067850	118442
3058520	9950
3051170	29956
3001431	27201
3053277	27199
3053898	27198
3059624	27197
3064832	55737
3052147	7299
3051691	7390
3061500	526
3053889	11316
3071209	55914
3056262	3949
3061815	2582
3002031	56242
3000987	7767
3001218	10172
3002504	113835
3051341	23558
3065411	3931
3062517	9453
3056814	26191
3056206	11261
3067478	4353
3067172	9276
3054987	10188
3055657	10211
3065641	2592
3063563	9862
3061712	85480
3055156	25929
3066147	79833
3061552	23557
3065375	140803
3059169	55802
3067116	55814
3065354	55290
3058686	23266
3067249	83593
3051598	10769
3066465	9833
3061499	523
3061491	9114
3057610	25801
3062581	23049
3065456	51684
3059889	1962
3058771	146183
3002375	85320
3058574	94160
3051481	10758
3055218	56993
3066420	4287
3051030	10948
3062232	134429
3062384	11334
3060203	50939
3055886	11274
3059328	55630
3051525	10728
3052666	26577
3060793	25797
3061392	162514
3003049	246744
3056479	11068
3055935	11070
3056480	51364
3059789	3373
3052070	10641
3056672	24142
3055205	11333
3058126	51050
3052723	23683
3064967	57127
3062657	55080
3055656	9254
3054516	54904
3060346	23582
3055595	56848
3066121	4524
3056621	9655
3055555	116085
3002016	55867
3051238	7490
3056284	85456
3058424	50508
3062854	81502
3070630	5080
3002960	200315
3001189	9582
3059905	23111
3067640	26232
3002124	60489
3066262	80332
3057731	79648
3057119	11222
3065070	25897
3062889	23236
3056191	8611
3068527	8613
3069264	8612
3062621	23085
3058406	80351
3059873	64780
3061125	57521
3058569	9987
3053521	2175
3053653	152007
3069870	79087
3058225	84062
3061423	79849
3057921	25996
3064007	54738
3064278	9270
3054591	10402
3002510	114132
