omimID	conceptID	semtype
201250	265278	-47
278760	268140	-47
607721	1843181	-47
243200	33845	-47
132300	278193	-47
607734	1843164	-47
607736	1843153	-47
278780	1968561	-47
188000	1861185	-47
232500	17923	-47
201200	406584	-47
216360	1857662	-47
611284	2749929	-47
611283	1969809	-47
121900	1641846	-47
278720	2752147	-47
606232	1853490	-47
216340	1857663	-47
277600	1869114	-47
269160	266484	-47
278730	268138	-47
604004	1858854	-47
121820	521723	-47
160750	2931785	-47
152460	403556	-47
121800	271287	-47
606163	1853577	-47
606159	1853578	-47
606156	1853616	-47
606155	1853623	-47
269250	432194	-47
201170	1860119	-47
275400	1848745	-47
189500	406735	-47
606176	1853564	-47
606177	30593	-47
216400	751039	-47
606170	1853566	-47
611209	2749941	-47
242500	598226	-47
611222	1970013	-47
210900	5859	-47
239500	268529	-47
269200	85860	-47
188055	1861171	-47
121850	1562113	-47
239510	268530	-47
611228	1970011	-47
115080	1861884	-47
242520	1275088	-47
183800	1866740	-47
254090	410179	-47
247610	264511	-47
612310	2676742	-47
612318	549150	-47
107000	1862840	-47
130100	221271	-47
612336	2363755	-47
240200	2746070	-47
612350	2676510	-47
612359	2676500	-47
605583	1854158	-47
612362	2676498	-47
122900	432263	-47
605589	1854150	-47
605588	1854154	-47
607681	1843244	-47
607684	1843225	-47
607685	206141	-47
607688	1843211	-47
244600	1855645	-47
607665	1843274	-47
607678	1843247	-47
607677	1843251	-47
231300	1856439	-47
193240	1860403	-47
607656	1843291	-47
217980	796184	-47
607626	1843355	-47
607624	1868679	-47
193220	2674009	-47
138930	1841835	-47
148210	265336	-47
193230	1860405	-47
149730	265269	-47
148200	1835697	-47
115200	1449563	-47
153800	242383	-47
607602	1843463	-47
607600	1843477	-47
155950	1835033	-47
607616	268243	-47
160800	270959	-47
166260	1833736	-47
155980	1835030	-47
201100	221036	-47
310468	403720	-47
115210	1861861	-47
204000	2931258	-47
232400	1968742	-47
611383	1568249	-47
115150	1275081	-47
130000	268335	-47
211965	1859355	-47
211960	1859356	-47
166200	2674706	-47
254110	270968	-47
611363	1969657	-47
605407	1854299	-47
130020	268337	-47
611377	1969652	-47
151050	432269	-47
116700	266539	-47
254130	1850808	-47
130010	268336	-47
611369	1969655	-47
243150	220744	-47
269150	265227	-47
211910	1859359	-47
130050	268338	-47
159001	1834653	-47
159000	1834659	-47
182815	1866851	-47
275300	40587	-47
115197	1861862	-47
115195	1861864	-47
612400	29410	-47
122860	2675746	-47
182820	1866850	-47
606072	1853698	-47
606071	1853710	-47
152550	1835320	-47
166220	268363	-47
130070	1869122	-47
201050	1860145	-47
606069	1853733	-47
122880	1852510	-47
166210	268360	-47
606054	268579	-47
246400	23381	-47
606056	1853736	-47
130060	1851801	-47
183900	2745959	-47
612438	2676244	-47
612437	2676254	-47
612446	2676232	-47
611311	1969783	-47
612440	2676242	-47
277590	265210	-47
612416	15523	-47
612423	272339	-47
277580	1848519	-47
211900	1876187	-47
605479	2608083	-47
605472	1854237	-47
148190	1835698	-47
154850	1835093	-47
243180	1855733	-47
240300	85859	-47
607596	1843504	-47
607595	1843512	-47
607598	1843478	-47
275370	1848746	-47
612463	33835	-47
145295	1840387	-47
254210	393929	-47
239200	1832645	-47
607903	1842839	-47
254200	26896	-47
248950	796038	-47
246700	795956	-47
607921	1842816	-47
211890	1859371	-47
607948	1969665	-47
607944	1842763	-47
607941	1842778	-47
606893	1847197	-47
248900	1855346	-47
182970	1866783	-47
115310	1861848	-47
600801	1833276	-47
600803	8350	-47
149200	266004	-47
210370	1859486	-47
231630	8127	-47
132990	1851503	-47
606854	1847352	-47
131450	1851583	-47
612199	2677299	-47
612198	2677303	-47
606889	1847200	-47
231670	268595	-47
131440	1851585	-47
243800	175692	-47
556500	1838867	-47
231680	1856405	-47
154800	42111	-47
606824	268186	-47
612138	2677349	-47
606812	2936826	-47
606840	1847399	-47
606842	1847387	-47
606843	1720957	-47
606835	1847406	-47
192430	220704	-47
600791	1863752	-47
600794	1833308	-47
600795	1833296	-47
160565	410207	-47
148050	220687	-47
612126	1842534	-47
612119	268187	-47
116400	1861826	-47
160570	1834532	-47
154750	268365	-47
154780	265235	-47
269400	1853235	-47
191900	268390	-47
600705	1833454	-47
146750	432304	-47
182960	1866784	-47
193900	1721005	-47
182950	1710146	-47
153200	238261	-47
160500	221054	-47
276300	265325	-47
600721	1833429	-47
268310	1849334	-47
600737	1833373	-47
268305	1849348	-47
146700	79584	-47
270700	1849128	-47
268300	392475	-47
182920	1866785	-47
270710	795942	-47
146720	1840283	-47
600775	1833340	-47
182900	2674218	-47
233800	1856244	-47
600776	1833339	-47
237000	268531	-47
211750	796095	-47
607812	1843042	-47
277720	1848470	-47
254300	1850792	-47
607801	1832567	-47
270800	1849115	-47
277700	43119	-47
138790	1841853	-47
607850	2675609	-47
607855	1263858	-47
239300	1855923	-47
114300	220666	-47
248800	24814	-47
606798	2930898	-47
607841	1842939	-47
607847	1842930	-47
600920	1833136	-47
607831	1842983	-47
606785	268311	-47
117550	175695	-47
600919	1970119	-47
123450	10314	-47
606773	1847521	-47
607823	1843004	-47
607822	1843013	-47
607821	1843028	-47
606777	1847501	-47
600906	1833169	-47
131300	2931842	-47
606768	1847532	-47
240600	1855861	-47
231530	1291230	-47
606762	1847555	-47
606752	14077	-47
192350	1735591	-47
253200	26709	-47
607864	1842884	-47
610048	1864738	-47
145100	155211	-47
154700	24796	-47
606719	1838547	-47
610006	1864912	-47
610015	1864910	-47
253220	85132	-47
606705	1847626	-47
610021	1864902	-47
120400	1852752	-47
192315	1860518	-47
612284	2676790	-47
253250	524582	-47
231550	271742	-47
210200	268600	-47
192300	1860520	-47
277730	349464	-47
612269	2677087	-47
243700	1968689	-47
610003	1864923	-47
610001	1864939	-47
612261	2677091	-47
191830	2674045	-47
612247	2677099	-47
612245	2677100	-47
612244	2677101	-47
253260	1854698	-47
233710	1856245	-47
612233	2677109	-47
612227	11854	-47
132900	1851504	-47
253270	268581	-47
233700	1856251	-47
114290	1861923	-47
253280	457133	-47
253290	1854678	-47
154600	266521	-47
161700	1834340	-47
153100	1704423	-47
240500	2936665	-47
268250	1849382	-47
269300	265292	-47
600852	1833245	-47
600850	1833247	-47
600858	1833236	-47
117650	265342	-47
246650	1855498	-47
123400	1969957	-47
600886	1833213	-47
124900	1852282	-47
191850	263334	-47
600881	1833229	-47
600880	856761	-47
600882	1833219	-47
606664	1847720	-47
188455	1861114	-47
120330	1852759	-47
270900	599464	-47
606693	1847640	-47
146590	1840296	-47
205000	2735	-47
114000	1861980	-47
239000	268414	-47
120300	1852767	-47
116150	1861829	-47
232900	1856275	-47
132700	1851526	-47
210550	400972	-47
268080	1849397	-47
114030	1861975	-47
116100	524524	-47
605040	1857942	-47
606612	1847759	-47
606631	1847746	-47
149400	1835614	-47
310980	795690	-47
153470	220690	-47
190680	1860804	-47
268130	1327916	-47
161800	1834336	-47
153480	265326	-47
269650	398709	-47
145420	1840378	-47
116200	1861828	-47
192605	340485	-47
192600	1860466	-47
231080	265373	-47
231090	2931618	-47
231095	1856465	-47
269600	36489	-47
268150	1849388	-47
242100	1855792	-47
210500	5411	-47
193700	265224	-47
600991	1832948	-47
600995	1868672	-47
600994	1832932	-47
600987	1832950	-47
600989	1832949	-47
131705	1851573	-47
600996	1832931	-47
231050	265287	-47
211600	268312	-47
231060	1856466	-47
153400	265345	-47
231070	432255	-47
270970	2678338	-47
123540	1852457	-47
268100	1849394	-47
146500	393911	-47
231000	1856493	-47
600962	1833030	-47
600972	265274	-47
600971	1832992	-47
146520	1840299	-47
600969	1832998	-47
600965	1833021	-47
123500	2931196	-47
146510	265220	-47
600974	1832978	-47
600977	1832976	-47
255995	1850625	-47
193680	1860315	-47
606552	1847843	-47
254500	268381	-47
277900	19202	-47
193670	472817	-47
612095	2677516	-47
115645	1861835	-47
149300	266000	-47
606529	1847865	-47
239100	432272	-47
255960	1850635	-47
188560	1861101	-47
188570	242604	-47
606595	1847823	-47
255990	1850626	-47
141000	221025	-47
211530	796274	-47
255980	1850627	-47
606574	1847836	-47
243500	268575	-47
240800	271714	-47
114140	1861964	-47
205100	1859807	-47
612016	2677589	-47
612015	2677590	-47
253000	86651	-47
253010	86652	-47
612020	2677586	-47
277970	43194	-47
606527	1847871	-47
606519	1847874	-47
232800	17926	-47
255900	27145	-47
612069	2677565	-47
612067	2677567	-47
268000	35334	-47
605026	1857958	-47
145300	1840386	-47
605039	796232	-47
268025	1849400	-47
612004	2677608	-47
117800	1861696	-47
268060	1849398	-47
269500	265301	-47
247950	796023	-47
268050	796072	-47
216900	1857618	-47
192500	1860467	-47
117850	1861695	-47
211500	393540	-47
146400	1840317	-47
153300	221348	-47
613119	2751089	-47
613118	272375	-47
157200	1834876	-47
613135	2751067	-47
147950	1563720	-47
313900	1839163	-47
103300	595985	-47
600416	410192	-47
271700	796173	-47
613101	2751293	-47
613102	2751292	-47
613105	2751290	-47
131800	80333	-47
613108	341024	-47
613107	2751288	-47
165720	29408	-47
613161	1291512	-47
613163	342708	-47
147900	268349	-47
222300	43207	-47
265100	155912	-47
604757	1858160	-47
613179	268125	-47
613177	2750804	-47
176305	1867801	-47
604777	1858142	-47
604772	1631597	-47
604771	1858143	-47
603671	1863616	-47
603670	1863617	-47
312863	1706416	-47
312870	796154	-47
307300	151721	-47
613180	2750798	-47
600496	1838100	-47
603689	1863599	-47
312830	1839321	-47
613194	2750789	-47
613195	2750787	-47
175200	31269	-47
268400	32339	-47
611962	2677745	-47
300498	1845333	-47
605808	1853959	-47
605803	1853965	-47
600460	1838121	-47
600462	1838103	-47
600457	1838123	-47
600458	341858	-47
600459	1838122	-47
605827	1853919	-47
605820	1853926	-47
102200	2676192	-47
605814	1853942	-47
605838	1853911	-47
266280	1849453	-47
300590	1802395	-47
266270	796133	-47
141200	403440	-47
300582	1845118	-47
300584	1845117	-47
610474	1864852	-47
223800	265286	-47
605850	1853892	-47
266265	398739	-47
602668	2931689	-47
603600	1863677	-47
236110	1856095	-47
610489	1864846	-47
201710	342474	-47
228250	1856789	-47
603622	1863659	-47
229300	1856689	-47
161480	339851	-47
603629	1863655	-47
103285	1863204	-47
300539	1845202	-47
605899	751748	-47
229310	1856688	-47
300571	1845146	-47
602629	1414216	-47
125851	1841962	-47
603649	1863634	-47
125850	1852093	-47
603656	1863622	-47
300558	796249	-47
300559	1845151	-47
201750	1860042	-47
300555	1845167	-47
300500	342684	-47
604715	2930833	-47
604717	1858172	-47
165800	29421	-47
300523	795889	-47
601543	1832187	-47
131760	79295	-47
601536	1832216	-47
601539	1832200	-47
228200	1856790	-47
601552	1832167	-47
300514	1845292	-47
601553	1832162	-47
159400	1834635	-47
300510	1845295	-47
601547	1832175	-47
601561	1832111	-47
601559	796176	-47
606943	1847089	-47
606952	1847024	-47
610460	342801	-47
606966	1847013	-47
601596	1866636	-47
610455	1864861	-47
156400	265295	-47
140450	1841657	-47
102370	265287	-47
103400	1860	-47
245000	30360	-47
131950	432317	-47
102350	1863321	-47
601492	1291490	-47
601494	1832243	-47
613000	2751804	-47
245010	1855627	-47
267450	1968593	-47
162500	393814	-47
613013	2751683	-47
613021	2751666	-47
613034	2751630	-47
271600	1849054	-47
176200	162532	-47
156590	795793	-47
168100	238344	-47
131900	79299	-47
156575	1834937	-47
245050	342792	-47
200700	265260	-47
308750	1839911	-47
156580	220693	-47
271665	1849011	-47
605909	1853833	-47
613070	2751567	-47
613071	2751324	-47
307200	472813	-47
157170	1834877	-47
613075	2751321	-47
613078	2751318	-47
613079	2746083	-47
600373	1838180	-47
600376	1838163	-47
161470	1834371	-47
125700	687720	-47
613087	2751315	-47
603794	1863533	-47
600360	1838206	-47
176250	1867923	-47
600361	37773	-47
234700	149530	-47
600363	1838192	-47
613089	2751313	-47
611881	272066	-47
611876	2678477	-47
611875	2678478	-47
613095	2751306	-47
613093	2751308	-47
611895	2678468	-47
176240	1867924	-47
157151	1834880	-47
611890	2678471	-47
157150	1834881	-47
233270	1856274	-47
175100	2674616	-47
103470	1863198	-47
271630	1849048	-47
312920	1839264	-47
600331	1838256	-47
600330	1838257	-47
600334	1838244	-47
600333	1838253	-47
602596	1865139	-47
605944	1853827	-47
600325	795939	-47
600329	1838258	-47
602588	1865143	-47
600320	1838260	-47
161400	7384	-47
300387	1845672	-47
600316	1838263	-47
602579	1865145	-47
155050	220692	-47
300495	1136249	-47
611942	2749872	-47
605982	1853800	-47
610380	2674574	-47
603720	1863561	-47
610382	2931455	-47
602554	1865205	-47
300484	152096	-47
611938	2677794	-47
602561	1865182	-47
602562	1865181	-47
610377	1959626	-47
602535	265211	-47
170980	1868426	-47
300436	1845526	-47
300438	1845517	-47
602522	1865270	-47
603776	1863551	-47
603736	1863557	-47
300431	796206	-47
300422	1845546	-47
240950	1855859	-47
602501	1865285	-47
300419	796244	-47
604856	19621	-47
601420	1832369	-47
229200	268344	-47
300400	2931540	-47
601414	1832378	-47
601419	1832370	-47
604864	1858079	-47
142630	1840586	-47
142623	2931876	-47
142625	795976	-47
229230	1856708	-47
604841	1858084	-47
156550	265279	-47
170900	2892	-47
301500	1970820	-47
245800	23138	-47
237500	22350	-47
601462	751885	-47
601466	344688	-47
142690	1840560	-47
604804	1858108	-47
156510	1834969	-47
601472	1832274	-47
601477	1832273	-47
610332	1835913	-47
610333	1835912	-47
142680	1275126	-47
124200	1852297	-47
273800	40015	-47
610329	1835916	-47
117000	2674259	-47
