omimID	conceptID	semtype
601438	1832359	-47
610313	1853198	-47
601455	1832334	-47
601451	2936777	-47
601452	1832352	-47
601453	406724	-47
489000	1839046	-47
156500	265289	-47
140350	2931042	-47
124500	265964	-47
271950	1848979	-47
212835	1859306	-47
156250	410530	-47
175020	236048	-47
165500	338508	-47
245180	796010	-47
271980	268631	-47
165510	1833799	-47
600643	1833541	-47
601374	1832412	-47
601379	1832408	-47
601378	1832409	-47
601371	1832423	-47
601370	1832424	-47
154000	1835172	-47
600630	1833561	-47
601367	948008	-47
601369	1832425	-47
147710	21933	-47
103500	391816	-47
601359	1832433	-47
600628	406468	-47
600625	2677434	-47
601399	1832388	-47
557000	342773	-47
109120	1862373	-47
601390	1832390	-47
176500	1867773	-47
601389	1832391	-47
601388	1832392	-47
600652	1833503	-47
175050	1832942	-47
601386	1832394	-47
126700	730295	-47
154020	1835171	-47
601382	1832399	-47
177990	1867442	-47
177980	1867443	-47
165550	1833798	-47
245150	1855607	-47
271930	795996	-47
300263	1846055	-47
600679	1833473	-47
236250	1856058	-47
603472	1863843	-47
603471	1863844	-47
300257	878677	-47
300270	1846044	-47
245100	796136	-47
162830	543669	-47
300280	1846010	-47
103580	33806	-47
165590	1833796	-47
311070	1839566	-47
300299	1845987	-47
300291	1846008	-47
155140	25037	-47
141500	1832903	-47
127820	1851956	-47
312600	2681923	-47
603457	1863878	-47
162800	221023	-47
155145	1835087	-47
603439	1863880	-47
155150	1835086	-47
125635	1852145	-47
610282	1853214	-47
300306	2678155	-47
228020	1302740	-47
610279	1853215	-47
141405	1841639	-47
602875	1864356	-47
300322	23374	-47
300323	268117	-47
605676	1854063	-47
610293	1853205	-47
605672	1854064	-47
610297	1853202	-47
605670	1854065	-47
245900	23195	-47
610244	1853251	-47
610246	1853249	-47
610233	1853256	-47
610227	1853258	-47
610265	1853223	-47
300367	1845837	-47
300376	917713	-47
300373	432268	-47
610253	795833	-47
610251	2674838	-47
301800	3466	-47
610250	1853247	-47
610256	1853230	-47
605637	1854106	-47
601319	1832473	-47
601317	1832475	-47
601316	1832476	-47
140400	1841658	-47
604901	1858051	-47
610202	1857769	-47
601322	1832472	-47
601321	2931482	-47
109130	1862372	-47
176600	1867772	-47
147750	1327918	-47
604919	1858042	-47
314050	1839161	-47
601331	1832471	-47
610217	2750220	-47
601338	1832466	-47
212895	393520	-47
131960	432316	-47
237450	220991	-47
604931	1291245	-47
610220	1857744	-47
601341	1832465	-47
601346	1832443	-47
109150	24408	-47
200450	1860212	-47
610204	1857762	-47
601349	1832440	-47
610205	1857761	-47
271900	206307	-47
147770	796002	-47
601351	1832438	-47
601353	795941	-47
601356	1832435	-47
601358	1303073	-47
164000	1834118	-47
222500	11999	-47
200400	1860213	-47
230000	16788	-47
156200	1969562	-47
237400	268630	-47
212840	1859305	-47
127750	1851958	-47
117300	1861735	-47
176410	342549	-47
176450	1867774	-47
102150	796280	-47
601286	1832526	-47
601287	1832525	-47
176430	1864389	-47
109000	1862381	-47
165680	1833790	-47
222448	1857277	-47
147820	1840073	-47
176400	342543	-47
600513	1838049	-47
600512	1838062	-47
126600	1852020	-47
601238	1832585	-47
600501	1838099	-47
222470	1857276	-47
300166	2931601	-47
236130	268632	-47
300143	796241	-47
245200	23521	-47
600559	1833607	-47
158400	1834708	-47
266500	34960	-47
603595	1863678	-47
162700	2931028	-47
266510	282527	-47
603588	1863691	-47
272950	1848912	-47
603572	1863702	-47
311150	1839564	-47
603569	1863703	-47
603563	1863704	-47
161200	27341	-47
300184	1970936	-47
300183	1846248	-47
312750	2748910	-47
603554	2931884	-47
603553	1863727	-47
603552	1863728	-47
610198	1857776	-47
603543	1863753	-47
603546	1863732	-47
600598	1833577	-47
610187	1857781	-47
603523	340014	-47
603516	1963674	-47
236200	1856067	-47
300210	1846174	-47
603530	1863767	-47
603528	1863769	-47
141300	15458	-47
300200	2749175	-47
169000	1868575	-47
311250	268542	-47
610156	1857802	-47
610153	1857811	-47
300250	1859974	-47
141350	1841640	-47
268700	268556	-47
610136	1857830	-47
243000	1855739	-47
610127	1864670	-47
300240	1846142	-47
311200	1510460	-47
605724	1838457	-47
602772	1864446	-47
602771	410180	-47
300233	1846147	-47
300215	1846172	-47
159580	30481	-47
300218	1846170	-47
265050	796279	-47
601216	1832594	-47
601222	1832590	-47
159550	1327919	-47
610102	1864694	-47
601223	1832589	-47
147891	1840061	-47
601230	1832586	-47
164185	1282359	-47
164180	796092	-47
237310	268543	-47
237300	751753	-47
125595	406778	-47
601214	1832600	-47
142400	19291	-47
165700	264081	-47
602722	1864498	-47
604393	1858386	-47
604391	1858391	-47
108200	1862471	-47
109730	1260873	-47
608673	1837552	-47
272800	1848913	-47
130650	4903	-47
611523	1969084	-47
275550	1313961	-47
611522	1969085	-47
611521	1969086	-47
608681	1837549	-47
245300	1855588	-47
611553	1969057	-47
611548	1969060	-47
158350	1866398	-47
141749	1841621	-47
604356	751083	-47
170650	31106	-47
604352	1858493	-47
603218	1864112	-47
271310	1849087	-47
603233	1864100	-47
604367	1720861	-47
604369	1096903	-47
238700	1282843	-47
604360	1858479	-47
604363	1858478	-47
236490	406582	-47
271322	2931904	-47
604379	1836672	-47
158300	265226	-47
166400	1833733	-47
109720	566602	-47
604387	1858392	-47
604381	1858420	-47
604307	1852438	-47
604308	1858556	-47
610910	1970472	-47
604320	1858517	-47
603278	333497	-47
604326	1858501	-47
603285	1864040	-47
603284	1864041	-47
166450	432264	-47
604335	34931	-47
224900	406702	-47
165300	1833809	-47
604348	1858496	-47
610951	1838571	-47
610954	1970431	-47
611556	1969054	-47
260400	272170	-47
611561	1969052	-47
610978	1970269	-47
222765	1857242	-47
235700	472792	-47
610968	1970413	-47
610967	1970414	-47
259050	796121	-47
604302	1858558	-47
611588	1969040	-47
244200	162809	-47
169150	1868569	-47
222748	342803	-47
234280	1856197	-47
610878	1970483	-47
162100	1834304	-47
235730	1856113	-47
222730	1857253	-47
125490	205730	-47
610896	1970479	-47
164280	796068	-47
235760	1856110	-47
133780	1851402	-47
113000	1862112	-47
267760	1849408	-47
222700	268647	-47
233500	345382	-47
259100	2678441	-47
260370	1850096	-47
160010	1834567	-47
230200	268155	-47
267750	1849409	-47
271245	1849096	-47
130700	1851718	-47
601927	2677167	-47
313480	1839238	-47
161050	406443	-47
310200	13264	-47
156810	1834929	-47
234200	18523	-47
608716	1837501	-47
608709	220989	-47
600072	206042	-47
155310	1864996	-47
201300	751540	-47
608747	1837475	-47
170600	268445	-47
601952	1866029	-47
201310	1860089	-47
125420	1527284	-47
156830	1834928	-47
311300	2748918	-47
600093	1838653	-47
133701	1851413	-47
608768	1837454	-47
161000	343111	-47
268800	36161	-47
601954	1866008	-47
164200	812437	-47
130720	1851710	-47
608782	1837429	-47
600060	1838701	-47
601977	1865987	-47
601979	1865986	-47
130710	265797	-47
164220	1834038	-47
169100	1868570	-47
600057	1838703	-47
600059	1838702	-47
611431	1969623	-47
272700	266039	-47
108110	2931264	-47
245400	1968669	-47
608799	1837396	-47
261900	263491	-47
108145	1862472	-47
604498	1327915	-47
603373	1863959	-47
271220	751335	-47
258040	1850321	-47
604474	1858340	-47
238600	1706413	-47
314600	265239	-47
603358	1864002	-47
612956	2751829	-47
612953	2751842	-47
612943	2751986	-47
612947	2751870	-47
612949	2751855	-47
260300	1850100	-47
612952	2749659	-47
612934	2752015	-47
612932	2752027	-47
604432	1858351	-47
158280	26603	-47
603387	1863924	-47
612940	2751987	-47
245480	398744	-47
612921	2752041	-47
611489	1969107	-47
603396	1863918	-47
612997	2751811	-47
159700	1834580	-47
604416	1858361	-47
272750	268275	-47
312530	35305	-47
612989	2751812	-47
140000	1841679	-47
610832	1835817	-47
612975	751509	-47
275630	268238	-47
109650	4943	-47
235800	220992	-47
611452	1969620	-47
612965	2751824	-47
244300	796005	-47
158250	1834741	-47
604400	1858379	-47
191100	1854465	-47
610773	1835845	-47
610765	1835851	-47
610768	1835849	-47
125370	751781	-47
222600	1857255	-47
162000	268113	-47
236400	431800	-47
235830	1856097	-47
601885	1866078	-47
610755	1970712	-47
230350	751161	-47
201470	342783	-47
201475	342784	-47
163200	265318	-47
201460	220711	-47
608807	1837342	-47
608808	1837341	-47
191150	398741	-47
608809	1837329	-47
259200	175756	-47
608810	1837317	-47
608811	1837316	-47
201450	220710	-47
125350	1852222	-47
310370	751778	-47
608800	1837371	-47
234350	241913	-47
608804	1837355	-47
308350	2931919	-47
230300	235660	-47
610799	1970686	-47
601829	1866168	-47
310300	751337	-47
147250	1840235	-47
601813	1866176	-47
164300	270952	-47
601820	2931834	-47
601803	265449	-47
201400	342388	-47
601800	2677190	-47
125310	751587	-47
236450	1856054	-47
601809	1866184	-47
608840	1837229	-47
301900	265339	-47
170500	2930895	-47
608837	1837245	-47
311450	796110	-47
148730	1835650	-47
237900	270210	-47
601868	1866095	-47
268900	268563	-47
608890	1837203	-47
601859	1866119	-47
608898	1837174	-47
601847	1866138	-47
258100	1306122	-47
601853	795959	-47
271150	1838230	-47
301950	1844918	-47
232220	268146	-47
276800	268484	-47
271550	432222	-47
148800	432126	-47
611717	2673649	-47
302960	2931843	-47
600204	1838429	-47
245590	1855548	-47
232240	342750	-47
276822	1848649	-47
164500	752125	-47
148820	79661	-47
603003	1257797	-47
238970	268540	-47
103100	1519	-47
600224	752123	-47
271510	1300260	-47
611775	2936917	-47
611773	2673195	-47
611771	2673196	-47
530000	2931928	-47
271520	1849069	-47
109500	1862299	-47
271530	1849055	-47
166600	29454	-47
245550	1855551	-47
611788	2673186	-47
245552	1855550	-47
600252	796020	-47
600251	1838348	-47
611777	2673193	-47
600263	1838332	-47
276880	268514	-47
600269	1838328	-47
600268	1838329	-47
610713	1853137	-47
610717	1853136	-47
612852	2748507	-47
603075	1864205	-47
612843	2748527	-47
604536	1858302	-47
604537	1858301	-47
302905	1844862	-47
610738	1853118	-47
610733	1853120	-47
272620	686347	-47
612874	2752073	-47
612867	2748503	-47
612868	2748502	-47
610725	1853124	-47
306000	1844412	-47
603034	1864233	-47
604563	1858278	-47
603041	872218	-47
612840	2748536	-47
603047	4106	-47
603045	1864217	-47
302950	1844853	-47
162400	20071	-47
156620	796062	-47
124100	4698	-47
235510	340834	-47
608911	220723	-47
156610	473586	-47
260130	1850103	-47
300705	796238	-47
300707	2678045	-47
308230	398689	-47
610680	1853187	-47
610688	1853153	-47
608940	1837073	-47
236700	948368	-47
308240	1868674	-47
608930	1837122	-47
235550	1856128	-47
612918	2752042	-47
229120	795944	-47
267500	272167	-47
610629	1857719	-47
610628	1857720	-47
610623	1864567	-47
601776	1866294	-47
601759	1866339	-47
229100	268609	-47
236750	455988	-47
312170	1839413	-47
162350	1834207	-47
308200	1839989	-47
300755	241932	-47
610651	268136	-47
300751	221018	-47
308205	1839988	-47
601777	1866293	-47
601780	1866283	-47
235500	20807	-47
133540	751038	-47
600274	2718305	-47
601718	1866422	-47
608996	1837008	-47
236792	1855995	-47
236795	342737	-47
103050	268126	-47
148840	206085	-47
608967	2674127	-47
222900	1283620	-47
611808	2678494	-47
611809	2678493	-47
164400	752120	-47
611804	2678497	-47
601709	1866423	-47
608980	2750433	-47
611818	2678485	-47
611816	2678486	-47
601701	1866427	-47
601700	1866428	-47
601707	795915	-47
611812	2678492	-47
601706	1866425	-47
601705	1866426	-47
230400	268151	-47
237800	221021	-47
169300	16842	-47
276904	1848604	-47
276902	1568248	-47
276901	1848634	-47
276950	1848599	-47
603133	1864183	-47
103200	1529	-47
600132	1838603	-47
108340	1862463	-47
600138	1838601	-47
245660	1328355	-47
600142	1838577	-47
612794	2748552	-47
600143	1838570	-47
600145	1838569	-47
245650	1855535	-47
600105	1838648	-47
166700	265514	-47
612780	2748572	-47
612781	2748571	-47
600110	1838644	-47
600116	1868675	-47
176000	311292	-47
600118	1838625	-47
600121	1838612	-47
610618	1857728	-47
610612	1857743	-47
610600	268293	-47
312300	268301	-47
142946	1840528	-47
612736	574080	-47
142945	1840529	-47
612726	795969	-47
229045	206067	-47
604690	1858182	-47
159900	1834570	-47
612718	2675179	-47
233450	403529	-47
612716	268468	-47
229050	342705	-47
603174	1864154	-47
612703	2675187	-47
612702	2675188	-47
603147	1864178	-47
302800	393808	-47
142900	265264	-47
229070	1856716	-47
200100	744	-47
314380	1839116	-47
272460	1848934	-47
147421	238190	-47
300602	2931130	-47
191390	2674051	-47
300600	268505	-47
545000	162672	-47
300607	1845102	-47
260000	268165	-47
260005	268525	-47
610549	271690	-47
308100	2720163	-47
162260	1834230	-47
272440	795940	-47
160120	1834559	-47
162270	220695	-47
601680	1834523	-47
101000	2931896	-47
275900	393559	-47
604622	1858211	-47
300635	1845076	-47
601675	1866504	-47
300630	1845078	-47
610536	1864652	-47
236640	1856052	-47
236635	265216	-47
300643	1845070	-47
162210	1834235	-47
610508	1864839	-47
300619	1845094	-47
601650	1866552	-47
300612	796272	-47
259420	268362	-47
601634	1866558	-47
300622	272137	-47
300623	1839780	-47
300624	2749126	-47
601631	1866561	-47
130600	1851741	-47
307000	265216	-47
137940	1841989	-47
147060	2936739	-47
236680	1856016	-47
266100	1849508	-47
137950	403557	-47
300695	2678061	-47
601616	1866608	-47
170700	220659	-47
234500	18609	-47
601608	1866619	-47
300661	1970827	-47
245600	1855536	-47
200150	393576	-47
236660	1856051	-47
147480	268318	-47
223900	13364	-47
307030	268418	-47
232300	17921	-47
266130	398746	-47
169400	30779	-47
234580	1856186	-47
611702	2673686	-47
266140	520739	-47
300696	2678055	-47
236690	20258	-47
156700	1834935	-47
266150	34341	-47
133600	877431	-47
600195	1838437	-47
200110	1860224	-47
230500	268271	-47
610599	1864621	-47
258480	432219	-47
169550	1868508	-47
262890	796149	-47
305100	162359	-47
167320	1833662	-47
208870	796056	-47
258450	1850303	-47
173000	31925	-47
136680	950122	-47
309480	1839801	-47
274600	271829	-47
206700	431401	-47
101120	1275079	-47
135580	1851111	-47
118100	1861689	-47
208850	796045	-47
100050	175701	-47
609823	1853276	-47
272350	1802405	-47
309400	22716	-47
105570	1862934	-47
113470	1862084	-47
125000	2607947	-47
135550	1851112	-47
113477	1862082	-47
609808	1853298	-47
609813	1853296	-47
609812	1853297	-47
609814	398777	-47
178400	340552	-47
272430	1848947	-47
227150	268423	-47
127200	265349	-47
263510	432197	-47
208900	1876175	-47
223000	268179	-47
105650	2931850	-47
263520	24507	-47
104510	1863012	-47
263530	36069	-47
609796	1853354	-47
104500	399368	-47
226000	14117	-47
274500	1291299	-47
263570	1849722	-47
177350	406561	-47
608203	1842398	-47
104530	399367	-47
265950	266159	-47
257300	1850343	-47
608257	1842349	-47
260800	268162	-47
169500	1868512	-47
257320	796089	-47
608233	1842362	-47
213400	7761	-47
113310	1862100	-47
136760	1876203	-47
113300	1862102	-47
305000	1148551	-47
212360	1859316	-47
230740	406723	-47
164750	795690	-47
167400	1833661	-47
134500	19069	-47
212350	1859317	-47
230750	265706	-47
100100	33770	-47
174050	158683	-47
168900	8475	-47
119300	175697	-47
312080	205711	-47
608415	1842073	-47
259610	1850143	-47
259600	1850155	-47
185120	1861448	-47
101200	1863390	-47
224400	432209	-47
312060	1839454	-47
206600	3028	-47
157950	2931182	-47
118200	270912	-47
303650	266190	-47
309583	796160	-47
309580	796003	-47
258501	574084	-47
157980	1834759	-47
118220	270911	-47
609990	1864943	-47
235400	1856143	-47
309520	796022	-47
272200	1720864	-47
609923	1835923	-47
609924	1835922	-47
309510	796250	-47
236800	268474	-47
309549	796215	-47
228990	271257	-47
309541	796208	-47
263700	162530	-47
127000	265291	-47
259680	410422	-47
609942	1860991	-47
609945	1864965	-47
178550	20807	-47
186750	1861296	-47
261500	1850000	-47
608390	2931826	-47
608393	1842109	-47
263610	1849720	-47
105565	1862935	-47
303700	339537	-47
272300	2931746	-47
108500	1720416	-47
309500	796135	-47
105500	543859	-47
227090	1856898	-47
261540	796012	-47
609887	1835933	-47
256300	403399	-47
263650	1849718	-47
274400	1848805	-47
249100	31069	-47
170100	268532	-47
608328	1869115	-47
608323	1842237	-47
608320	1842247	-47
111130	1862216	-47
230800	1961835	-47
220150	473219	-47
227010	1856899	-47
313200	2931395	-47
608361	1842149	-47
178500	1960051	-47
608354	2675370	-47
220110	268237	-47
220111	1857355	-47
219200	268355	-47
608380	1842127	-47
169600	85106	-47
608389	1842124	-47
220120	1291386	-47
220100	10691	-47
169610	1868502	-47
256370	268747	-47
259710	1850126	-47
262650	1849779	-47
259730	345407	-47
258200	1850320	-47
608540	1837896	-47
177170	410538	-47
227400	15499	-47
608518	796100	-47
259750	264080	-47
104290	338488	-47
185450	1861438	-47
202700	1859966	-47
219150	268354	-47
134610	1851347	-47
136880	1405854	-47
185480	796204	-47
305350	1844589	-47
220210	796137	-47
220219	1857352	-47
113200	220664	-47
168605	1868594	-47
168600	30567	-47
168601	1868596	-47
272100	7795	-47
234000	15526	-47
206900	1859773	-47
186570	1861305	-47
135300	399440	-47
309640	1839727	-47
186550	1861313	-47
224750	1857069	-47
609620	1865020	-47
609621	1865019	-47
609622	1865018	-47
609628	1864997	-47
609629	1864996	-47
174310	1868117	-47
305300	14117	-47
272150	406726	-47
186580	1861303	-47
108900	1862388	-47
234050	1961117	-47
609638	1864826	-47
259770	432252	-47
261550	1849930	-47
609634	1864987	-47
259775	1850106	-47
175900	1867981	-47
272120	38644	-47
263800	2930816	-47
261575	1849928	-47
306400	1844376	-47
602083	1865885	-47
602080	29401	-47
602088	1865872	-47
261630	268465	-47
133100	1851490	-47
602071	1865923	-47
602078	1865915	-47
602079	342739	-47
609549	1836006	-47
228900	1856738	-47
261640	878676	-47
609545	1836007	-47
609536	343047	-47
609535	1836026	-47
609537	1836022	-47
609533	1836027	-47
228930	1856728	-47
609528	1836033	-47
260650	1850052	-47
228960	1856719	-47
609597	1865044	-47
260660	1850040	-47
163400	432231	-47
535000	917796	-47
261600	2678416	-47
263750	265257	-47
256000	2931891	-47
602092	1865870	-47
602093	1865869	-47
274300	242604	-47
178600	152171	-47
170400	238358	-47
133190	1851481	-47
220220	1857351	-47
608484	1837970	-47
219100	268351	-47
305390	1844579	-47
256030	1850569	-47
178610	1867419	-47
608470	339278	-47
136830	1850954	-47
104310	1863051	-47
257500	31880	-47
105835	1739384	-47
177100	1867499	-47
608456	1837991	-47
608454	1838009	-47
104300	1863052	-47
256050	1850555	-47
602036	1865950	-47
227300	1856883	-47
608443	1838023	-47
260600	1850053	-47
227330	1856871	-47
185500	3499	-47
136800	1850959	-47
602014	1865974	-47
230900	268250	-47
212160	1859318	-47
265900	265294	-47
305200	268341	-47
224690	1868684	-47
134780	265263	-47
235255	1856159	-47
608637	1837657	-47
225750	2749659	-47
608643	1291564	-47
608641	1837640	-47
118005	1861693	-47
608649	1837610	-47
212140	342788	-47
134750	15773	-47
608654	20075	-47
175800	949506	-47
302350	796085	-47
212135	1859327	-47
258315	1850318	-47
119550	795898	-47
207900	268547	-47
258320	1850317	-47
212120	796083	-47
175860	1867982	-47
102900	1863224	-47
109900	339085	-47
212112	796031	-47
212110	7193	-47
608600	1720859	-47
104130	1863090	-47
608612	1837756	-47
608611	1291609	-47
234100	18522	-47
219000	265233	-47
608629	1837713	-47
258360	1850316	-47
608627	1837728	-47
113100	1862103	-47
302380	1844887	-47
101400	175699	-47
260470	38522	-47
609706	1864746	-47
221400	1857338	-47
208920	1859598	-47
119580	1861536	-47
202650	1876185	-47
133200	1851480	-47
610984	1733	-47
225790	1856972	-47
202660	1859967	-47
610992	1970253	-47
225753	1856974	-47
219095	1857449	-47
219080	1857451	-47
261670	268149	-47
174200	1868120	-47
113900	2931045	-47
609655	1864784	-47
174300	1868118	-47
260530	1850079	-47
609643	1864823	-47
609640	1864825	-47
228800	494949	-47
133240	341137	-47
256120	1850553	-47
260565	1850055	-47
609698	1864761	-47
108720	265283	-47
227280	795936	-47
261740	1849813	-47
256100	1855681	-47
265880	1849523	-47
260540	1850077	-47
227260	1744559	-47
170390	1563715	-47
265850	1849524	-47
109820	156273	-47
608594	1720862	-47
177200	221043	-47
175780	1867983	-47
256150	268232	-47
104200	1567743	-47
119600	8928	-47
171480	1868390	-47
608567	1837845	-47
608569	1837839	-47
313400	220776	-47
608565	1837857	-47
212070	398782	-47
274265	1848812	-47
274270	1959620	-47
227200	1856897	-47
608585	1837810	-47
136900	1850938	-47
212050	1859353	-47
262850	2752081	-47
608572	1837822	-47
608571	1837830	-47
265800	238402	-47
212067	349655	-47
212065	349653	-47
212066	349654	-47
258865	796102	-47
184200	38016	-47
251950	1855033	-47
112310	432201	-47
168400	1868616	-47
112300	457014	-47
177800	155300	-47
303350	795953	-47
258840	1850268	-47
601104	38868	-47
251945	1855034	-47
157640	1834847	-47
258860	406727	-47
112350	1862172	-47
258850	406726	-47
301200	1845052	-47
224120	271933	-47
128000	1851955	-47
300100	2931920	-47
251900	162670	-47
262400	342573	-47
123150	795998	-47
123155	1852488	-47
213700	238052	-47
119650	1861515	-47
178900	271130	-47
227650	1856796	-47
175700	265306	-47
207800	268548	-47
602271	1865695	-47
300088	1848137	-47
300087	1848138	-47
300069	1848174	-47
207720	520680	-47
135900	265338	-47
300071	1848172	-47
300073	1848171	-47
180730	1867147	-47
207731	1859753	-47
300068	39585	-47
262500	271568	-47
300067	1848201	-47
113800	79153	-47
300049	1848213	-47
300055	1968551	-47
134000	1851400	-47
266600	678202	-47
180750	1867146	-47
602248	221011	-47
265500	1956257	-47
580000	1838854	-47
300029	1845667	-47
224050	394006	-47
609363	266481	-47
207770	795952	-47
300018	1848296	-47
259900	268164	-47
601144	1142166	-47
609352	1836284	-47
177750	432346	-47
601154	1832680	-47
601152	393807	-47
118610	1861580	-47
214800	265354	-47
118600	856830	-47
206200	85576	-47
250100	2713319	-47
609307	1836383	-47
609304	270855	-47
303400	1844831	-47
609308	1836373	-47
156000	25281	-47
601187	796046	-47
601186	1832661	-47
609311	1836336	-47
601195	268063	-47
601163	1832668	-47
180700	265205	-47
309801	796070	-47
177735	1449842	-47
226440	1856969	-47
212750	1859310	-47
184100	1866717	-47
168550	1868597	-47
251850	341306	-47
305400	175701	-47
143890	745103	-47
143880	268080	-47
609515	1836074	-47
212720	796037	-47
551200	1838875	-47
228550	432284	-47
609508	1836081	-47
177900	1867449	-47
212790	1859308	-47
186200	1861355	-47
168500	1868599	-47
274900	342196	-47
118650	1442935	-47
251800	1855050	-47
228520	265282	-47
176700	266075	-47
212780	1859309	-47
112240	1862178	-47
261000	1394891	-47
252900	86647	-47
300000	2936904	-47
306950	1844025	-47
300009	1848336	-47
229600	16751	-47
306955	1844020	-47
102700	1863236	-47
225500	13903	-47
306960	1844019	-47
252940	86650	-47
273400	406723	-47
305450	220769	-47
252930	86649	-47
252920	86648	-47
269920	2930923	-47
269921	2931471	-47
207600	39263	-47
601085	1832814	-47
601096	1832800	-47
601098	270913	-47
173450	1868256	-47
602152	1865794	-47
180849	35934	-47
279000	340037	-47
229700	16756	-47
223320	1857228	-47
173400	1868263	-47
602111	1865832	-47
184095	1300264	-47
602107	1865856	-47
167030	1833683	-47
180870	265248	-47
301000	43194	-47
609446	1836173	-47
223360	342687	-47
601001	1832926	-47
601005	1832916	-47
601003	1832918	-47
601004	1832917	-47
174500	1969369	-47
223370	175691	-47
223340	1857226	-47
609464	1836122	-47
609465	1836121	-47
108985	1862382	-47
609460	1836123	-47
176620	1867771	-47
127550	1851970	-47
228600	406578	-47
301040	1845055	-47
226350	264005	-47
133020	14805	-47
176690	1261128	-47
177820	1280798	-47
601067	1832845	-47
180800	205713	-47
251750	1562061	-47
133000	1851502	-47
301050	1567742	-47
118700	393584	-47
601076	1832817	-47
176670	33300	-47
601072	1832827	-47
601075	1832826	-47
601071	1832828	-47
118300	1861669	-47
603802	1863516	-47
302060	574083	-47
274800	342195	-47
613319	2750076	-47
302045	13264	-47
613329	2750067	-47
613327	2750069	-47
613330	2750066	-47
225410	2700425	-47
185050	32197	-47
301410	1845026	-47
226300	33680	-47
225400	268342	-47
218000	795950	-47
103920	4031	-47
186100	1861366	-47
265380	31190	-47
224300	432262	-47
179700	1867339	-47
118330	267034	-47
261100	1306856	-47
103900	1260386	-47
185000	1861455	-47
603896	2931489	-47
602400	1865595	-47
113650	2936782	-47
273750	2678312	-47
185020	1861453	-47
106995	1862841	-47
273740	1848863	-47
113620	376524	-47
603860	1859040	-47
273730	1848864	-47
602440	1865384	-47
602433	1865409	-47
302030	1863351	-47
227810	268150	-47
227850	151638	-47
603830	1859063	-47
100200	1847523	-47
603829	2751898	-47
603828	1859069	-47
602418	1865566	-47
603813	1863512	-47
113670	2676048	-47
175500	282207	-47
306900	8533	-47
608013	1842704	-47
602471	1865361	-47
207500	3466	-47
609141	1836724	-47
602473	1865349	-47
269880	878684	-47
174800	242292	-47
602481	1865323	-47
602482	2678503	-47
609152	1836706	-47
602450	1865372	-47
602459	1865366	-47
609135	2874	-47
609136	1836727	-47
119915	1861513	-47
163800	1834144	-47
269840	1849236	-47
119900	1861514	-47
113610	1862071	-47
609192	2931764	-47
102400	917990	-47
134200	1851399	-47
609164	1836682	-47
609166	1836673	-47
269870	1849235	-47
602497	1865288	-47
609161	1836694	-47
269860	432198	-47
180920	1867060	-47
218040	1968782	-47
608097	1842563	-47
608099	1842550	-47
127400	406775	-47
257150	1850380	-47
135700	1851102	-47
112500	1862151	-47
303600	265252	-47
129400	1785148	-47
266810	1849439	-47
608063	1842614	-47
608068	85077	-47
265300	1849554	-47
608030	1842675	-47
180900	796140	-47
218090	1857532	-47
603903	2895	-47
118400	8029	-47
301310	1845028	-47
212550	1859311	-47
613205	2750785	-47
228300	271582	-47
305600	16395	-47
118420	750929	-47
225320	1857034	-47
118430	1861630	-47
212540	1859312	-47
305620	265293	-47
200995	1860157	-47
176920	1867610	-47
129200	406707	-47
551000	1838876	-47
179830	268435	-47
225310	1857038	-47
226200	268416	-47
274700	342194	-47
118450	2930797	-47
168300	1868619	-47
186000	1861367	-47
123000	1852502	-47
179800	2931885	-47
167210	1721007	-47
167200	1706595	-47
262300	1849792	-47
269700	1720863	-47
167220	1833676	-47
179850	406811	-47
228355	342200	-47
179840	1867332	-47
140700	700299	-47
173100	271567	-47
158810	1834674	-47
262350	796117	-47
229850	220730	-47
603965	1858915	-47
224230	1857144	-47
608115	85083	-47
609242	1836522	-47
257200	268242	-47
174700	1868112	-47
260920	398691	-47
602342	1865644	-47
602347	1865643	-47
207410	265307	-47
602340	1865645	-47
608133	1842475	-47
260910	263506	-47
171000	30848	-47
608149	1842466	-47
260900	1850039	-47
602361	1865639	-47
173200	32027	-47
609289	1836438	-47
609285	1836447	-47
609284	1836448	-47
102500	917715	-47
260950	266929	-47
602390	268060	-47
608104	1842539	-47
101800	220659	-47
613291	2750087	-47
266910	1849438	-47
174770	1868090	-47
163955	1834120	-47
104600	271556	-47
266900	403553	-47
200950	268410	-47
307800	733682	-47
265450	34091	-47
225280	1857041	-47
200980	1860166	-47
265430	456891	-47
257270	1850362	-47
150900	23321	-47
200970	1860167	-47
214700	267662	-47
226150	14356	-47
101840	1863343	-47
613254	1860707	-47
608156	1842464	-47
608161	1842914	-47
308940	1839884	-47
177650	206368	-47
613237	2750475	-47
609227	1836573	-47
257220	220756	-47
609222	2674987	-47
223100	268181	-47
608180	1842422	-47
266920	1849437	-47
608184	1842413	-47
613223	2750734	-47
613224	2750732	-47
613217	2750737	-47
608189	1842402	-47
